t,frame,offset,heading,steer_cmd,servo_target_deg,servo_actual_deg,throttle,rows_found,lane_width_px,lines_visible
149.7234,2258,-0.16843,0.97633,-0.15071,80.27,80.00,0.0000,0,74.06,0
149.7964,2259,-0.13323,0.99374,-0.04933,76.73,76.00,0.1448,3,74.06,1
149.8631,2260,-0.12499,1.00142,-0.04560,76.60,76.00,0.0000,2,74.06,0
149.9320,2261,0.26518,0.42752,1.00000,60.00,68.00,0.0450,3,74.06,1
150.0044,2262,0.09313,0.13463,0.33247,70.01,70.00,0.1151,4,74.06,1
150.0701,2263,0.12178,-0.05226,0.32363,70.15,70.00,0.0000,2,74.06,0
150.1391,2264,0.00000,-0.70384,-0.15163,80.31,78.00,0.1341,5,74.06,1
150.2103,2265,0.11721,-0.59162,0.30264,70.46,70.00,0.1182,17,74.06,1
150.2828,2266,0.00000,-0.23869,-0.16129,80.65,78.00,0.1331,11,74.06,1
150.3608,2267,0.00000,0.09558,-0.12031,79.21,79.00,0.1374,8,74.06,1
150.4305,2268,-0.07159,0.05672,-0.28570,85.00,84.00,0.1200,9,70.75,1
150.4992,2269,-0.07424,0.15988,-0.22543,82.89,82.00,0.1263,7,70.75,1
150.5629,2270,-0.08753,0.07483,-0.22459,82.86,82.00,0.1264,8,72.48,1
150.6326,2271,-0.08602,-0.42199,-0.17409,81.09,81.00,0.1317,8,69.73,1
150.7064,2272,-0.03138,-0.06124,0.04269,74.36,74.00,0.1455,11,69.09,1
150.7688,2273,0.00000,-0.15491,0.13014,73.05,73.00,0.1363,9,67.58,1
150.8334,2274,0.00000,-0.20203,0.08365,73.75,73.00,0.1412,10,66.35,1
150.8962,2275,0.00000,-0.02245,0.00938,74.86,74.00,0.1490,10,65.91,1
150.9616,2276,0.09527,-0.36416,0.38653,69.20,69.00,0.1094,3,65.91,1
151.0266,2277,0.08726,-0.28645,0.26717,70.99,70.00,0.1219,11,66.56,1
151.0892,2278,0.12737,-0.24616,0.35103,69.73,69.00,0.1131,16,62.60,1
151.1512,2279,0.09857,-0.23454,0.18359,72.25,72.00,0.1307,10,60.64,1
151.2149,2280,0.05688,0.18707,0.01211,74.82,74.00,0.1487,12,60.33,1
151.2819,2281,0.00000,-0.27983,-0.22075,82.73,82.00,0.1268,10,60.69,1
151.3429,2282,0.00000,-0.32383,-0.14458,80.06,80.00,0.1348,11,60.72,1
151.4022,2283,0.00000,-0.05810,-0.10168,78.56,78.00,0.1393,12,58.83,1
151.4600,2284,-0.02886,0.04208,-0.13426,79.70,79.00,0.1359,13,58.63,1
151.5182,2285,-0.04667,0.33180,-0.16586,80.81,80.00,0.1326,12,58.46,1
151.5789,2286,0.00000,0.58264,-0.01120,75.39,75.00,0.1488,13,57.34,1
151.6388,2287,-0.02903,0.41470,-0.06265,77.19,77.00,0.1434,11,57.13,1
151.6972,2288,0.00000,0.42175,0.05231,74.22,74.00,0.1445,12,57.22,1
151.7567,2289,0.03367,0.40629,0.15464,72.68,72.00,0.1338,10,57.22,1
151.8163,2290,0.07581,0.64531,0.26852,70.97,70.00,0.1218,7,57.22,1
151.8788,2291,0.12374,0.66613,0.37904,69.31,69.00,0.1102,10,57.56,1
151.9428,2292,0.08198,0.40941,0.15591,72.66,72.00,0.1336,12,59.01,1
152.0048,2293,0.06226,0.11324,0.06709,73.99,73.00,0.1430,14,59.11,1
152.0650,2294,0.04690,0.22527,0.01416,74.79,74.00,0.1485,13,58.70,1
152.1290,2295,0.06260,0.03469,0.08132,73.78,73.00,0.1415,11,59.00,1
152.1918,2296,0.03581,-0.10109,-0.01473,75.52,75.00,0.1485,11,58.74,1
152.2584,2297,0.00000,-0.21916,-0.11877,79.16,79.00,0.1375,15,59.81,1
152.3197,2298,0.00000,-0.22225,-0.02972,76.04,76.00,0.1469,15,57.98,1
152.3819,2299,0.00000,-0.16109,-0.05654,76.98,76.00,0.1441,14,57.45,1
152.4423,2300,0.00000,0.01957,-0.02364,75.83,75.00,0.1475,13,58.14,1
152.5040,2301,-0.03881,0.35409,-0.17209,81.02,81.00,0.1319,10,59.92,1
152.5634,2302,-0.03990,0.33987,-0.13349,79.67,79.00,0.1360,10,62.28,1
152.6251,2303,-0.04852,0.20374,-0.13207,79.62,79.00,0.1361,16,60.25,1
152.6920,2304,-0.04689,0.22321,-0.09569,78.35,78.00,0.1400,13,60.18,1
152.7620,2305,-0.05615,0.19115,-0.10672,78.74,78.00,0.1388,16,61.26,1
152.8286,2306,-0.04426,0.32253,-0.04622,76.62,76.00,0.1451,15,60.37,1
152.8979,2307,0.00000,0.27394,0.09770,73.53,73.00,0.1397,16,58.28,1
152.9721,2308,0.05579,0.15642,0.26815,70.98,70.00,0.1218,15,58.05,1
153.0352,2309,0.02610,-0.04712,0.10711,73.39,73.00,0.1388,16,58.08,1
153.0979,2310,0.07132,-0.01641,0.24153,71.38,71.00,0.1246,11,59.44,1
153.1673,2311,0.05551,-0.17282,0.13404,72.99,72.00,0.1359,13,61.36,1
153.2297,2312,0.02982,-0.10300,0.02521,74.62,74.00,0.1474,17,63.62,1
153.2950,2313,0.00000,-0.01526,-0.12144,79.25,79.00,0.1372,8,69.76,1
153.3567,2314,-0.04165,-0.17140,-0.17789,81.23,81.00,0.1313,9,72.78,1
153.4169,2315,-0.03532,-0.06758,-0.11243,78.93,78.00,0.1382,18,73.55,1
153.4831,2316,0.00000,-0.00928,0.04886,74.27,74.00,0.1449,14,73.87,1
153.5499,2317,-0.03026,0.21035,-0.07687,77.69,77.00,0.1419,16,73.66,1
153.6124,2318,-0.02623,0.10778,-0.04541,76.59,76.00,0.1452,16,72.54,1
153.6716,2319,0.00000,0.16211,0.03014,74.55,74.00,0.1468,15,72.94,1
153.7311,2320,0.00000,0.18565,0.04741,74.29,74.00,0.1450,14,72.50,1
153.7923,2321,-0.03834,0.25955,-0.09569,78.35,78.00,0.1400,17,70.91,1
153.8560,2322,-0.03969,0.12545,-0.07922,77.77,77.00,0.1417,18,70.59,1
153.9275,2323,-0.05060,0.20612,-0.09980,78.49,78.00,0.1395,15,71.93,1
153.9892,2324,-0.02303,0.23489,0.01265,74.81,74.00,0.1487,16,70.34,1
154.0547,2325,-0.04529,0.36713,-0.07238,77.53,77.00,0.1424,18,69.92,1
154.1199,2326,-0.06127,0.31315,-0.11636,79.07,79.00,0.1378,19,69.27,1
154.1829,2327,-0.06276,0.00460,-0.10270,78.59,78.00,0.1392,10,69.27,1
154.2478,2328,-0.10817,-0.14129,-0.24531,83.59,83.00,0.1242,4,69.27,1
154.3062,2329,-0.10201,-0.03641,-0.18409,81.44,81.00,0.1307,14,69.77,1
154.3667,2330,-0.07022,0.09079,-0.04754,76.66,76.00,0.1450,9,69.77,1
154.4281,2331,-0.09730,0.08012,-0.14846,80.20,80.00,0.1344,8,72.90,1
154.4914,2332,-0.13698,0.01879,-0.27122,84.49,84.00,0.1215,6,72.90,1
154.5485,2333,-0.10275,0.28448,-0.11453,79.01,79.00,0.1380,6,72.90,1
154.6144,2334,-0.04930,0.13220,0.07505,73.87,73.00,0.1421,7,72.90,1
154.6760,2335,-0.13217,0.04931,-0.25270,83.84,81.00,0.1235,9,72.90,1
154.7354,2336,-0.16351,-0.09202,-0.32955,86.53,86.00,0.1154,8,72.90,1
154.7949,2337,-0.15145,-0.03683,-0.24233,83.48,83.00,0.1246,6,72.90,1
154.8593,2338,-0.18930,-0.09087,-0.35000,87.25,87.00,0.1132,6,72.90,1
154.9202,2339,-0.14362,0.01066,-0.14764,80.17,80.00,0.1345,7,72.90,1
154.9818,2340,-0.16415,-0.08686,-0.22361,82.83,82.00,0.1265,6,72.90,1
155.0433,2341,-0.13303,-0.33375,-0.10358,78.63,78.00,0.1391,6,72.90,1
155.1057,2342,-0.15340,-0.33199,-0.19114,81.69,81.00,0.1299,9,72.90,1
155.1636,2343,-0.17157,-0.29187,-0.25204,83.82,83.00,0.1235,7,72.90,1
155.2221,2344,-0.19949,-0.27496,-0.33612,86.76,86.00,0.1147,5,72.90,1
155.2825,2345,-0.20862,-0.26182,-0.33822,86.84,86.00,0.1145,7,72.90,1
155.3448,2346,-0.20685,-0.22845,-0.30420,85.65,85.00,0.1181,7,72.90,1
155.4155,2347,-0.16177,-0.06885,-0.12915,79.52,79.00,0.1364,6,72.90,1
155.4817,2348,-0.16415,-0.12260,-0.16249,80.69,80.00,0.1329,8,72.90,1
155.5434,2349,-0.12540,-0.01182,-0.04451,76.56,76.00,0.1453,7,72.90,1
155.6039,2350,-0.15262,-0.08143,-0.17859,81.25,81.00,0.1312,7,72.90,1
155.6668,2351,-0.17425,-0.13788,-0.26387,84.24,84.00,0.1223,7,72.90,1
155.7260,2352,-0.19232,-0.18876,-0.31914,86.17,86.00,0.1165,7,72.90,1
155.7840,2353,-0.21916,-0.21157,-0.39599,88.86,88.00,0.1084,6,72.90,1
155.8459,2354,-0.23239,-0.24450,-0.41025,89.36,89.00,0.1069,6,72.90,1
155.9108,2355,-0.20495,-0.23643,-0.28127,84.84,84.00,0.1205,7,72.90,1
155.9764,2356,-0.20906,-0.12124,-0.29620,85.37,85.00,0.1189,8,72.90,1
156.0389,2357,-0.19958,-0.03296,-0.26216,84.18,84.00,0.1225,10,68.91,1
156.0996,2358,-0.18662,0.14299,-0.22446,82.86,82.00,0.1264,9,68.91,1
156.1631,2359,-0.18174,0.01357,-0.22417,82.85,82.00,0.1265,8,68.91,1
156.2209,2360,-0.18432,0.06757,-0.24834,83.69,83.00,0.1239,10,68.91,1
156.2818,2361,-0.19298,0.10593,-0.28920,85.12,85.00,0.1196,8,68.91,1
156.3404,2362,-0.18444,-0.04180,-0.26162,84.16,84.00,0.1225,7,68.91,1
156.4003,2363,-0.21371,-0.04398,-0.37367,88.08,88.00,0.1108,7,68.91,1
156.4599,2364,-0.22583,-0.14737,-0.40256,89.09,89.00,0.1077,5,68.91,1
156.5219,2365,-0.21689,-0.22040,-0.35320,87.36,87.00,0.1129,6,68.91,1
156.5919,2366,-0.19999,-0.10127,-0.28958,85.14,85.00,0.1196,10,65.32,1
156.6547,2367,-0.21785,-0.06397,-0.36033,87.61,87.00,0.1122,10,62.08,1
156.7180,2368,-0.23740,-0.04216,-0.41863,89.65,89.00,0.1060,10,59.18,1
156.7823,2369,-0.22275,0.10583,-0.34670,87.13,87.00,0.1136,10,56.56,1
156.8524,2370,-0.21960,0.14244,-0.33196,86.62,86.00,0.1151,10,54.20,1
156.9151,2371,-0.22700,0.05837,-0.35731,87.51,87.00,0.1125,9,52.08,1
156.9776,2372,-0.22072,-0.10938,-0.33011,86.55,86.00,0.1153,7,50.17,1
157.0389,2373,-0.22222,-0.13003,-0.33612,86.76,86.00,0.1147,9,48.36,1
157.0996,2374,-0.25605,-0.09281,-0.45287,90.85,90.00,0.1024,9,46.82,1
157.1593,2375,-0.28312,-0.06317,-0.52160,93.26,93.00,0.0952,9,45.44,1
157.2192,2376,-0.29986,-0.04250,-0.54147,93.95,93.00,0.0931,8,44.10,1
157.2778,2377,-0.31283,-0.04737,-0.54689,94.14,94.00,0.0926,8,44.10,1
157.3446,2378,-0.31823,-0.14948,-0.52261,93.29,93.00,0.0951,7,44.10,1
157.4070,2379,-0.32683,-0.25053,-0.52099,93.23,93.00,0.0953,8,44.10,1
157.4754,2380,-0.32878,-0.09219,-0.49665,92.38,92.00,0.0979,7,44.10,1
157.5388,2381,-0.26295,-0.31968,-0.24983,83.74,84.00,0.1238,6,44.10,1
157.6031,2382,-0.24498,-0.31468,-0.22408,82.84,82.00,0.1265,7,44.10,1
157.6718,2383,-0.24153,-0.39883,-0.25384,83.88,83.00,0.1233,7,44.10,1
157.7317,2384,-0.14728,-0.65723,0.04299,74.36,75.00,0.1455,6,42.99,1
157.7987,2385,-0.17763,-0.54216,-0.16063,80.62,80.00,0.1331,9,42.99,1
157.8631,2386,-0.08663,-0.60440,0.11097,73.34,73.00,0.1383,7,42.99,1
157.9296,2387,-0.18057,-0.39464,-0.31334,85.97,81.00,0.1171,11,42.99,1
158.0035,2388,-0.23215,-0.15627,-0.48355,91.92,89.00,0.0992,9,42.99,1
158.0826,2389,-0.25740,-0.02312,-0.51815,93.14,93.00,0.0956,8,42.99,1
158.1555,2390,-0.25855,-0.10658,-0.47131,91.50,91.00,0.1005,9,42.99,1
158.2278,2391,-0.25433,-0.32991,-0.42302,89.81,89.00,0.1056,7,42.99,1
158.3112,2392,-0.29616,-0.30928,-0.53831,93.84,93.00,0.0935,8,42.99,1
158.3801,2393,-0.28162,-0.12078,-0.44643,90.62,90.00,0.1031,9,41.79,1
158.4494,2394,-0.29868,-0.14325,-0.48438,91.95,91.00,0.0991,9,40.71,1
158.5140,2395,-0.31714,-0.17333,-0.52171,93.26,93.00,0.0952,8,39.74,1
158.5807,2396,-0.30602,-0.07033,-0.45095,90.78,90.00,0.1027,8,39.74,1
158.6473,2397,-0.31351,-0.10554,-0.46269,91.19,91.00,0.1014,7,39.74,1
158.7203,2398,-0.29916,-0.03048,-0.39684,88.89,88.00,0.1083,8,39.74,1
158.7838,2399,-0.28794,0.01997,-0.35966,87.59,87.00,0.1122,8,39.74,1
158.8460,2400,-0.30084,-0.09093,-0.41274,89.45,89.00,0.1067,9,39.74,1
158.9090,2401,-0.30772,-0.16256,-0.43308,90.16,90.00,0.1045,9,38.86,1
158.9792,2402,-0.31722,-0.21900,-0.45731,91.01,91.00,0.1020,9,38.86,1
159.0501,2403,-0.32211,-0.26456,-0.46015,91.11,91.00,0.1017,9,38.86,1
159.1114,2404,-0.32428,-0.28693,-0.45602,90.96,90.00,0.1021,9,38.86,1
159.1756,2405,-0.32037,-0.28504,-0.43232,90.13,90.00,0.1046,9,38.86,1
159.2467,2406,-0.32586,-0.28106,-0.44642,90.62,90.00,0.1031,9,38.86,1
159.3086,2407,-0.32447,-0.28715,-0.43488,90.22,90.00,0.1043,9,38.86,1
159.3702,2408,-0.32519,-0.28670,-0.43355,90.17,90.00,0.1045,9,38.86,1
159.4348,2409,-0.33157,-0.28317,-0.45218,90.83,90.00,0.1025,8,38.86,1
159.5066,2410,-0.32294,-0.23496,-0.41449,89.51,89.00,0.1065,8,38.08,1
159.5711,2411,-0.32121,-0.24114,-0.41036,89.36,89.00,0.1069,9,37.37,1
159.6311,2412,-0.32211,-0.25915,-0.41588,89.56,89.00,0.1063,9,37.37,1
159.6941,2413,-0.32287,-0.27268,-0.41967,89.69,89.00,0.1059,9,37.37,1
159.7689,2414,-0.32269,-0.27300,-0.41929,89.68,89.00,0.1060,9,36.73,1
159.8292,2415,-0.32767,-0.28021,-0.43657,90.28,90.00,0.1042,9,36.73,1
159.8901,2416,-0.32763,-0.28174,-0.43296,90.15,90.00,0.1045,9,36.16,1
159.9495,2417,-0.32833,-0.28966,-0.43300,90.16,90.00,0.1045,9,36.16,1
160.0099,2418,-0.32369,-0.31230,-0.41453,89.51,89.00,0.1065,8,36.16,1
160.0712,2419,-0.32645,-0.31061,-0.42606,89.91,89.00,0.1053,9,36.16,1
160.1312,2420,-0.32730,-0.30210,-0.42830,89.99,89.00,0.1050,9,35.64,1
160.1926,2421,-0.32433,-0.31703,-0.41672,89.59,89.00,0.1062,8,35.64,1
160.2587,2422,-0.31979,-0.32608,-0.40254,89.09,89.00,0.1077,8,35.18,1
160.3189,2423,-0.32337,-0.31711,-0.41923,89.67,89.00,0.1060,9,34.76,1
160.3795,2424,-0.33057,-0.30953,-0.44465,90.56,90.00,0.1033,9,34.76,1
160.4407,2425,-0.33655,-0.30086,-0.46026,91.11,91.00,0.1017,9,34.76,1
160.5090,2426,-0.34256,-0.29792,-0.47190,91.52,91.00,0.1005,8,34.39,1
160.5743,2427,-0.33814,-0.25016,-0.44618,90.62,90.00,0.1032,7,34.05,1
160.6345,2428,-0.34419,-0.26318,-0.46339,91.22,91.00,0.1013,8,33.74,1
160.6944,2429,-0.33946,-0.23244,-0.43999,90.40,90.00,0.1038,7,33.47,1
160.7540,2430,-0.34186,-0.24182,-0.44681,90.64,90.00,0.1031,9,33.22,1
160.8169,2431,-0.35011,-0.25583,-0.47248,91.54,91.00,0.1004,8,33.00,1
160.8772,2432,-0.33554,-0.24810,-0.41353,89.47,89.00,0.1066,6,32.80,1
160.9356,2433,-0.34298,-0.26754,-0.44444,90.56,90.00,0.1033,8,32.62,1
160.9945,2434,-0.34933,-0.28502,-0.46473,91.27,91.00,0.1012,8,32.46,1
161.0545,2435,-0.35410,-0.29790,-0.47511,91.63,91.00,0.1001,8,32.31,1
161.1223,2436,-0.30442,-0.39993,-0.29376,85.28,85.00,0.1192,6,32.18,1
161.1829,2437,-0.32102,-0.38042,-0.38282,88.40,88.00,0.1098,8,32.06,1
161.2537,2438,-0.32269,-0.30486,-0.40049,89.02,89.00,0.1079,8,32.06,1
161.3259,2439,-0.34485,-0.23202,-0.48223,91.88,91.00,0.0994,9,32.06,1
161.3884,2440,-0.32734,-0.25453,-0.41025,89.36,89.00,0.1069,7,32.06,1
161.4491,2441,-0.23711,-0.58455,-0.10494,78.67,81.00,0.1390,5,32.06,1
161.5128,2442,-0.27651,-0.50645,-0.31293,85.95,85.00,0.1171,8,32.06,1
161.5792,2443,-0.28158,-0.54128,-0.35175,87.31,87.00,0.1131,7,32.06,1
161.6477,2444,-0.27635,0.01807,-0.34453,87.06,87.00,0.1138,15,35.30,1
161.7123,2445,-0.27693,0.39365,-0.35737,87.51,87.00,0.1125,17,42.87,1
161.7739,2446,-0.18570,0.44967,-0.05105,76.79,79.00,0.1446,18,45.37,1
161.8402,2447,-0.15062,0.28071,-0.00904,75.32,75.00,0.1491,18,49.19,1
161.9102,2448,-0.12146,0.20433,0.00468,74.93,74.00,0.1495,17,49.34,1
161.9732,2449,-0.09528,0.39347,0.02010,74.70,74.00,0.1479,18,50.79,1
162.0353,2450,-0.08938,0.46275,-0.03128,76.09,76.00,0.1467,12,52.84,1
162.0959,2451,-0.07939,0.56304,-0.05103,76.79,76.00,0.1446,19,52.66,1
162.1597,2452,-0.04560,0.54732,0.01718,74.74,74.00,0.1482,14,52.63,1
162.2181,2453,-0.07081,0.58893,-0.12542,79.39,79.00,0.1368,19,54.06,1
162.2769,2454,-0.13174,0.59479,-0.36054,87.62,87.00,0.1121,20,55.88,1
162.3360,2455,-0.12763,0.61891,-0.31662,86.08,86.00,0.1168,18,56.26,1
162.3965,2456,-0.16752,0.69971,-0.43769,90.32,90.00,0.1040,20,55.33,1
162.4602,2457,-0.09253,0.40612,-0.13102,79.59,82.00,0.1362,20,55.63,1
162.5210,2458,-0.05071,-0.13945,-0.01227,75.43,75.00,0.1487,12,56.80,1
162.5871,2459,-0.03202,-0.30709,-0.00254,75.09,75.00,0.1497,18,56.49,1
162.6570,2460,-0.09004,-0.06732,-0.25633,83.97,83.00,0.1231,10,56.49,1
162.7198,2461,-0.02933,0.11701,-0.03846,76.35,76.00,0.1460,20,58.01,1
162.7829,2462,0.00000,0.13116,0.00887,74.87,74.00,0.1491,24,58.66,1
162.8471,2463,0.00000,-0.15954,-0.00541,75.19,75.00,0.1494,22,60.06,1
162.9051,2464,-0.06423,0.05035,-0.28327,84.91,83.00,0.1203,24,59.92,1
162.9642,2465,-0.14951,0.24286,-0.55653,94.48,91.00,0.0916,11,63.23,1
163.0282,2466,-0.11805,0.28743,-0.36006,87.60,87.00,0.1122,9,71.70,1
163.0898,2467,-0.12677,0.22119,-0.35669,87.48,87.00,0.1125,4,71.70,1
163.1481,2468,-0.10047,0.22823,-0.23614,83.26,83.00,0.1252,21,70.40,1
163.2094,2469,-0.06202,0.23761,-0.10040,78.51,78.00,0.1395,16,67.98,1
163.2680,2470,-0.09442,0.14332,-0.24072,83.43,83.00,0.1247,15,66.59,1
163.3272,2471,-0.04630,-0.28750,-0.06805,77.38,77.00,0.1429,8,67.23,1
163.3912,2472,0.00000,-0.35736,0.09141,73.63,73.00,0.1404,19,67.10,1
163.4520,2473,-0.02834,-0.16315,-0.10825,78.79,78.00,0.1386,12,69.64,1
163.5116,2474,0.00000,0.08454,-0.05384,76.88,76.00,0.1443,14,70.03,1
163.5722,2475,0.00000,0.47695,-0.03149,76.10,76.00,0.1467,6,70.03,1
163.6310,2476,-0.03470,0.78899,-0.20557,82.20,82.00,0.1284,3,70.03,1
163.6913,2477,0.03519,0.72024,0.04839,74.27,74.00,0.1449,9,70.03,1
163.7499,2478,0.00000,0.75535,-0.14058,79.92,79.00,0.1352,7,70.03,1
163.8103,2479,0.04592,0.70772,0.04086,74.39,74.00,0.1457,13,70.03,1
163.8713,2480,0.05314,0.66872,0.02507,74.62,74.00,0.1474,13,70.03,1
163.9294,2481,0.00000,0.35396,-0.21385,82.48,82.00,0.1275,5,70.03,1
163.9897,2482,0.04368,0.42224,-0.01947,75.68,75.00,0.1480,12,70.03,1
164.0482,2483,0.13656,0.17207,0.28474,70.73,70.00,0.1201,8,75.43,1
164.1080,2484,0.15695,0.43703,0.27193,70.92,70.00,0.1214,6,78.88,1
164.1678,2485,0.10897,0.69035,0.02838,74.57,74.00,0.1470,5,78.88,1
164.2268,2486,0.07507,0.57921,-0.10731,78.76,78.00,0.1387,5,78.88,1
164.2871,2487,0.07318,0.15269,-0.10040,78.51,78.00,0.1395,10,74.10,1
164.3510,2488,0.12504,-0.42673,0.09357,73.60,73.00,0.1402,4,74.10,1
164.4122,2489,0.14712,-0.42954,0.14040,72.89,72.00,0.1353,5,74.10,1
164.4726,2490,0.12524,-0.77817,0.02810,74.58,74.00,0.1470,5,74.10,1
164.5306,2491,0.12950,-0.99095,0.04858,74.27,74.00,0.0000,2,80.89,0
164.5895,2492,0.00000,-0.21399,-0.38225,88.38,82.00,0.1099,5,80.89,1
164.6503,2493,-0.05455,0.05356,-0.48483,91.97,90.00,0.0991,5,80.89,1
164.7139,2494,0.02016,0.36431,-0.13839,79.84,82.00,0.1355,5,80.50,1
164.7724,2495,0.16433,-0.11374,0.37253,69.41,74.00,0.1109,5,80.50,1
164.8324,2496,0.00000,0.38759,-0.27290,84.55,82.00,0.1213,4,80.50,1
164.8970,2497,0.00000,0.44267,-0.23876,83.36,83.00,0.1249,6,86.15,1
164.9580,2498,0.00000,0.56783,-0.20243,82.08,82.00,0.0000,2,86.15,0
165.0179,2499,-0.04877,0.54441,-0.28925,85.12,85.00,0.1196,3,86.15,1
165.0785,2500,0.03431,-0.19408,0.02572,74.61,77.00,0.1473,6,86.15,1
165.1393,2501,0.02109,-0.23512,-0.03722,76.30,76.00,0.1461,5,85.53,1
165.2008,2502,-0.05968,-0.42170,-0.31940,86.18,84.00,0.1165,6,85.53,1
165.2602,2503,-0.06111,-0.56104,-0.27111,84.49,84.00,0.1215,7,80.68,1
165.3228,2504,0.03627,-0.56081,0.11181,73.32,76.00,0.1383,8,80.68,1
165.3845,2505,0.02910,-0.47708,0.04124,74.38,74.00,0.1457,10,77.51,1
165.4465,2506,0.12887,-0.34475,0.36436,69.53,69.00,0.1117,11,77.51,1
165.5083,2507,0.18332,-0.37464,0.46120,68.08,68.00,0.1016,9,77.51,1
165.5670,2508,0.12811,-0.32324,0.16763,72.49,72.00,0.1324,6,76.56,1
165.6307,2509,0.07695,-0.38391,-0.04554,76.59,76.00,0.1452,8,76.56,1
165.7015,2510,0.03837,-0.34297,-0.16121,80.64,80.00,0.1331,12,73.30,1
165.7656,2511,-0.02999,-0.10686,-0.35674,87.49,87.00,0.1125,12,73.07,1
165.8289,2512,0.00000,0.01041,-0.21903,82.67,82.00,0.1270,7,73.17,1
165.8947,2513,-0.02771,0.03103,-0.22182,82.76,82.00,0.1267,12,70.75,1
165.9631,2514,0.00000,0.00339,-0.13114,79.59,79.00,0.1362,15,72.52,1
166.0280,2515,-0.02105,0.12686,-0.13640,79.77,79.00,0.1357,10,71.57,1
166.0902,2516,-0.03942,0.08175,-0.18451,81.46,81.00,0.1306,11,70.92,1
166.1507,2517,-0.06551,-0.16115,-0.25162,83.81,83.00,0.1236,7,73.12,1
166.2142,2518,0.00000,-0.31195,-0.01717,75.60,75.00,0.1482,6,72.16,1
166.2728,2519,0.06102,-0.43214,0.21378,71.79,71.00,0.1276,9,71.55,1
166.3308,2520,0.09415,-0.59111,0.26834,70.97,70.00,0.1218,9,71.49,1
166.3870,2521,0.08175,-0.52008,0.15870,72.62,72.00,0.1333,10,71.49,1
166.4478,2522,-0.05352,-0.02265,-0.36183,87.66,80.00,0.1120,11,71.49,1
166.5078,2523,-0.12729,0.33398,-0.55014,94.25,88.00,0.0922,12,71.91,1
166.5692,2524,-0.16868,0.61409,-0.58830,95.59,95.00,0.0882,6,71.88,1
166.6302,2525,-0.08905,0.09692,-0.20359,82.13,87.00,0.1286,9,71.88,1
166.6900,2526,-0.13010,0.20424,-0.33324,86.66,86.00,0.1150,13,71.80,1
166.7495,2527,-0.16051,0.16271,-0.40069,89.02,89.00,0.1079,14,70.82,1
166.8106,2528,-0.12046,0.36789,-0.20942,82.33,82.00,0.1280,16,70.50,1
166.8707,2529,-0.09790,0.53003,-0.12540,79.39,79.00,0.1368,15,71.15,1
166.9295,2530,-0.04753,0.28036,0.03789,74.43,74.00,0.1460,13,71.09,1
166.9875,2531,-0.03000,0.12473,0.05352,74.20,74.00,0.1444,6,73.48,1
167.0476,2532,-0.03448,0.27414,-0.01015,75.36,75.00,0.1489,15,73.39,1
167.1123,2533,0.00000,0.39437,0.05766,74.14,74.00,0.1439,16,70.68,1
167.1815,2534,0.00000,0.21695,0.02515,74.62,74.00,0.1474,16,70.68,1
167.2468,2535,-0.02587,0.26671,-0.09103,78.19,78.00,0.1404,17,71.07,1
167.3090,2536,0.02543,0.11892,0.08058,73.79,73.00,0.1415,18,69.11,1
167.3710,2537,0.05500,0.10275,0.14190,72.87,72.00,0.1351,19,64.60,1
167.4358,2538,0.09111,0.08619,0.21396,71.79,71.00,0.1275,15,65.54,1
