t,frame,offset,heading,steer_cmd,servo_target_deg,servo_actual_deg,throttle,rows_found,lane_width_px,lines_visible
121.1535,1949,0.00000,0.08219,0.11385,73.29,73.00,0.1380,20,77.62,1
121.2202,1950,0.04250,0.25187,0.15174,72.72,72.00,0.1341,17,77.37,1
121.2886,1951,0.06665,0.34006,0.17730,72.34,72.00,0.1314,17,77.69,1
121.3592,1952,0.06992,0.25028,0.12887,73.07,73.00,0.1365,16,77.18,1
121.4355,1953,0.08389,0.13855,0.13141,73.03,73.00,0.1362,19,76.52,1
121.5024,1954,0.07636,-0.11763,0.07089,73.94,73.00,0.1426,18,75.60,1
121.5685,1955,0.05024,-0.52104,-0.03707,76.30,76.00,0.1461,16,75.03,1
121.6372,1956,0.05485,-0.48836,-0.01371,75.48,75.00,0.1486,21,75.29,1
122.7476,1957,0.04479,-0.24689,-0.00847,75.30,75.00,0.1491,18,75.82,1
122.8400,1958,0.04276,-0.20662,-0.01081,75.38,75.00,0.1489,20,74.54,1
122.9128,1959,0.06714,-0.09371,0.07953,73.81,73.00,0.1416,15,74.89,1
122.9871,1960,0.02952,-0.28769,-0.07795,77.73,77.00,0.1418,18,74.02,1
128.0611,1961,0.08460,0.53875,0.22725,71.59,71.00,0.1261,14,74.58,1
128.1564,1962,0.08612,0.54943,0.21342,71.80,71.00,0.1276,14,75.12,1
128.2317,1963,0.04110,0.72454,0.01109,74.83,74.00,0.1488,14,75.64,1
128.2954,1964,-0.03708,0.65810,-0.24653,83.63,82.00,0.1241,16,75.18,1
128.3714,1965,-0.04401,0.71851,-0.14454,80.06,80.00,0.1348,18,75.57,1
131.3396,1966,0.00000,0.13560,0.21973,71.70,72.00,0.1269,15,75.77,1
131.4271,1967,0.00000,0.03502,0.21237,71.81,71.00,0.1277,14,76.43,1
131.5014,1968,0.00000,0.03202,0.14832,72.78,72.00,0.1344,15,76.91,1
131.5725,1969,0.00000,0.39433,0.13989,72.90,72.00,0.1353,13,78.31,1
131.6429,1970,0.00000,0.55327,0.09153,73.63,73.00,0.1404,18,78.75,1
131.7159,1971,-0.04779,0.43291,-0.03713,76.30,76.00,0.1461,14,79.43,1
131.7843,1972,-0.06065,0.41941,-0.04623,76.62,76.00,0.1451,12,80.88,1
131.8592,1973,-0.02842,0.03473,0.09818,73.53,73.00,0.1397,12,81.35,1
131.9297,1974,0.00000,-0.43350,0.15491,72.68,72.00,0.1337,13,82.19,1
132.0051,1975,0.02285,-0.83228,0.25497,71.18,71.00,0.1232,13,81.61,1
132.2619,1976,0.02152,-0.72456,0.15545,72.67,72.00,0.1337,18,81.95,1
132.3449,1977,0.05737,-0.37828,0.25339,71.20,71.00,0.1234,18,80.35,1
132.4169,1978,0.06228,-0.13062,0.24530,71.32,71.00,0.1242,17,79.52,1
132.4877,1979,0.00000,0.16297,0.06465,74.03,74.00,0.1432,19,78.77,1
132.5688,1980,0.04629,0.08326,0.19372,72.09,72.00,0.1297,23,75.91,1
132.6330,1981,0.04901,0.12227,0.19502,72.07,72.00,0.1295,19,74.89,1
132.6947,1982,0.05995,0.21006,0.22554,71.62,71.00,0.1263,17,79.30,1
132.7606,1983,0.06269,0.22019,0.22148,71.68,71.00,0.1267,20,80.97,1
132.8251,1984,0.09752,0.12513,0.33133,70.03,70.00,0.1152,22,81.57,1
132.8872,1985,0.08499,0.20959,0.25532,71.17,71.00,0.1232,21,80.05,1
132.9552,1986,0.07599,0.16287,0.21006,71.85,71.00,0.1279,23,79.44,1
133.0195,1987,0.03449,0.34056,0.06496,74.03,74.00,0.1432,20,78.26,1
133.0915,1988,0.03462,0.20347,0.09916,73.51,73.00,0.1396,18,77.38,1
133.1586,1989,0.09770,-0.36575,0.33600,69.96,69.00,0.1147,15,77.64,1
133.2321,1990,0.06404,-0.30424,0.18541,72.22,72.00,0.1305,16,78.66,1
133.3007,1991,0.04623,-0.51648,0.12919,73.06,73.00,0.1364,14,80.12,1
133.3659,1992,0.00000,-0.43564,0.03697,74.45,74.00,0.1461,21,83.06,1
133.4380,1993,-0.08458,-0.14635,-0.26739,84.36,82.00,0.1219,14,87.79,1
133.5056,1994,-0.15560,0.22324,-0.41187,89.42,89.00,0.1068,16,84.11,1
133.5742,1995,-0.14451,0.53633,-0.24159,83.46,83.00,0.1246,8,81.10,1
133.6422,1996,-0.11867,0.54778,-0.07988,77.80,77.00,0.1416,10,80.79,1
133.7097,1997,-0.17186,0.52877,-0.23112,83.09,83.00,0.1257,11,78.41,1
133.7722,1998,-0.23169,0.79015,-0.38020,88.31,88.00,0.1101,6,76.17,1
133.8347,1999,-0.26933,0.75292,-0.42744,89.96,89.00,0.1051,7,74.65,1
133.8970,2000,-0.20234,0.91038,-0.10976,78.84,81.00,0.1385,3,74.65,1
133.9628,2001,-0.26356,0.65247,-0.31362,85.98,85.00,0.1171,11,81.29,1
134.0271,2002,-0.24077,0.56195,-0.18428,81.45,81.00,0.1307,9,81.29,1
134.0941,2003,-0.16966,0.74868,0.07953,73.81,73.00,0.1416,5,81.29,1
134.1672,2004,-0.15242,0.78873,0.05531,74.17,74.00,0.0000,2,81.29,0
134.2388,2005,-0.06789,-0.14228,0.27822,70.83,70.00,0.1208,3,81.29,1
134.3051,2006,-0.03499,-0.37056,0.25523,71.17,71.00,0.0000,2,81.29,0
134.3644,2007,0.00000,-0.45947,0.23938,71.41,71.00,0.0000,1,81.29,0
134.4273,2008,-0.02945,0.06768,0.12654,73.10,73.00,0.1367,9,82.91,1
134.4884,2009,-0.07765,0.16533,-0.04761,76.67,76.00,0.1450,6,82.91,1
134.5488,2010,-0.13691,0.17202,-0.24136,83.45,83.00,0.1247,5,82.91,1
134.6084,2011,-0.16442,0.24919,-0.30062,85.52,85.00,0.1184,17,84.24,1
134.6658,2012,-0.18649,0.36250,-0.33478,86.72,86.00,0.1148,14,85.27,1
134.7292,2013,-0.22854,0.51800,-0.43270,90.14,90.00,0.1046,10,87.37,1
134.7914,2014,-0.21788,0.67883,-0.32915,86.52,86.00,0.1154,14,89.49,1
134.8522,2015,-0.19291,0.59161,-0.20553,82.19,82.00,0.1284,10,89.49,1
134.9144,2016,-0.12060,0.52466,0.05252,74.21,74.00,0.1445,13,89.49,1
134.9728,2017,0.00000,0.45887,0.37798,69.33,69.00,0.1103,23,87.88,1
135.0322,2018,0.09348,0.50440,0.64303,65.35,65.00,0.0825,19,88.04,1
135.0911,2019,0.20909,0.46458,0.89131,61.63,61.00,0.0564,21,87.34,1
135.1499,2020,0.28124,0.40272,0.94680,60.80,60.00,0.0506,18,87.34,1
135.2083,2021,0.27368,0.50189,0.72669,64.10,64.00,0.0737,16,87.34,1
135.2682,2022,0.19258,0.49494,0.30765,70.39,70.00,0.1177,19,88.30,1
135.3270,2023,0.03821,0.50832,-0.26894,84.41,78.00,0.1218,20,90.65,1
135.3861,2024,-0.09295,0.48161,-0.64102,97.44,86.00,0.0827,14,92.43,1
135.4466,2025,-0.14505,0.71000,-0.65942,98.08,94.00,0.0808,7,92.43,1
135.5047,2026,-0.20275,0.77341,-0.66192,98.17,98.00,0.0000,2,92.43,0
135.5662,2027,-0.22457,0.81900,-0.60816,96.29,96.00,0.0861,5,92.43,1
135.6267,2028,-0.26994,0.87454,-0.60095,96.03,96.00,0.0000,2,90.48,0
135.6918,2029,-0.22162,-0.07596,-0.36625,87.82,88.00,0.1115,8,91.90,1
135.7553,2030,-0.18383,0.07894,-0.20641,82.22,82.00,0.1283,21,92.95,1
135.8250,2031,-0.11137,0.22689,0.03974,74.40,74.00,0.1458,27,96.85,1
135.8864,2032,0.04691,0.31097,0.53428,66.99,66.00,0.0939,26,93.67,1
135.9508,2033,0.13602,0.51370,0.68968,64.65,64.00,0.0776,25,91.75,1
136.0199,2034,0.17640,0.59984,0.64461,65.33,65.00,0.0823,21,91.75,1
136.0884,2035,0.18245,0.54997,0.51063,67.34,67.00,0.0964,26,88.77,1
136.1478,2036,0.04959,0.59978,-0.04241,76.48,75.00,0.1455,27,88.77,1
136.2065,2037,-0.07273,0.66300,-0.44315,90.51,83.00,0.1035,25,90.25,1
136.2676,2038,-0.12241,0.31116,-0.50748,92.76,91.00,0.0967,13,93.52,1
136.3276,2039,-0.12455,-0.09632,-0.40269,89.09,89.00,0.1077,9,95.81,1
136.3858,2040,0.02513,-0.28766,0.20216,71.97,81.00,0.1288,4,95.81,1
136.4456,2041,-0.07843,0.13874,-0.21530,82.54,82.00,0.1274,7,97.25,1
136.5030,2042,-0.13624,0.51218,-0.38146,88.35,88.00,0.1099,8,100.16,1
136.5635,2043,-0.15681,0.78673,-0.38249,88.39,88.00,0.1098,13,101.55,1
136.6288,2044,-0.14720,0.96621,-0.27892,84.76,84.00,0.1207,16,101.69,1
136.6872,2045,-0.13124,0.98511,-0.18811,81.58,81.00,0.1302,19,101.69,1
136.7472,2046,-0.06028,1.01767,0.07388,73.89,73.00,0.1422,21,98.22,1
136.8082,2047,-0.04686,1.03920,0.07724,73.84,73.00,0.1419,20,98.22,1
136.8695,2048,-0.03686,1.02293,0.07091,73.94,73.00,0.1426,23,98.22,1
136.9312,2049,0.00000,1.03948,0.21044,71.84,71.00,0.1279,21,98.22,1
136.9906,2050,0.07844,0.94914,0.37218,69.42,69.00,0.1109,26,98.22,1
137.0482,2051,0.07652,0.88800,0.27604,70.86,70.00,0.1210,26,98.22,1
137.1082,2052,0.07254,0.86595,0.19770,72.03,72.00,0.1292,24,93.20,1
137.1690,2053,0.02920,0.85968,0.00253,74.96,74.00,0.1497,26,93.20,1
137.2289,2054,0.00000,0.84597,-0.14365,80.03,80.00,0.1349,24,88.98,1
137.2871,2055,-0.09260,0.85600,-0.38704,88.55,88.00,0.1094,21,85.28,1
137.3505,2056,-0.15255,0.90897,-0.51160,92.91,92.00,0.0963,18,85.28,1
137.4194,2057,-0.15662,0.95747,-0.41295,89.45,89.00,0.1066,8,85.28,1
137.4804,2058,-0.18507,0.97932,-0.44212,90.47,90.00,0.1036,19,83.95,1
137.5399,2059,-0.18783,0.99993,-0.38429,88.45,88.00,0.1096,21,84.26,1
137.5988,2060,-0.15122,0.92237,-0.20718,82.25,82.00,0.1282,26,83.33,1
137.6573,2061,-0.11360,0.72241,-0.06657,77.33,77.00,0.1430,25,80.65,1
137.7150,2062,-0.03536,0.53072,0.18739,72.19,72.00,0.1303,25,79.12,1
137.7758,2063,0.00000,0.18044,0.28137,70.78,70.00,0.1205,24,80.71,1
137.8398,2064,0.07309,-0.22278,0.39417,69.09,69.00,0.1086,25,75.94,1
137.8992,2065,0.09479,-0.44726,0.36789,69.48,69.00,0.1114,23,73.39,1
137.9584,2066,0.10466,-0.43437,0.31331,70.30,70.00,0.1171,24,70.15,1
138.0208,2067,0.09178,-0.25149,0.19358,72.10,72.00,0.1297,26,70.40,1
138.0790,2068,0.04547,0.18467,-0.00788,75.28,75.00,0.1492,26,69.46,1
138.1384,2069,-0.03378,0.52972,-0.28079,84.83,83.00,0.1205,27,69.52,1
138.2028,2070,-0.11905,0.78137,-0.51255,92.94,91.00,0.0962,27,68.87,1
138.2669,2071,-0.19278,0.98586,-0.65800,98.03,98.00,0.0809,24,69.75,1
138.3230,2072,-0.23866,1.06643,-0.70156,99.55,99.00,0.0763,23,68.28,1
138.3815,2073,-0.24785,1.12488,-0.61082,96.38,96.00,0.0859,25,68.30,1
138.4378,2074,-0.20769,1.09064,-0.37938,88.28,88.00,0.1102,26,68.07,1
138.4956,2075,-0.11226,0.55463,-0.00462,75.16,80.00,0.1495,25,67.56,1
138.5509,2076,-0.03541,0.05288,0.22567,71.61,72.00,0.1263,26,67.47,1
138.6072,2077,0.00000,-0.27863,0.29320,70.60,70.00,0.1192,25,68.07,1
138.6662,2078,0.00000,-0.07551,0.14905,72.76,72.00,0.1344,26,72.06,1
138.7245,2079,0.07161,0.10283,0.36104,69.58,69.00,0.1121,15,76.26,1
138.7838,2080,0.08396,0.23972,0.30415,70.44,70.00,0.1181,10,80.48,1
138.8471,2081,0.06052,0.58861,0.13745,72.94,72.00,0.1356,9,84.13,1
138.9151,2082,0.03794,0.73358,0.01646,74.75,74.00,0.1483,9,86.32,1
138.9769,2083,0.05278,0.60298,0.05876,74.12,74.00,0.1438,9,86.09,1
139.0378,2084,0.00000,0.55764,-0.14055,79.92,79.00,0.1352,14,86.18,1
139.0982,2085,0.00000,0.16374,-0.15358,80.38,80.00,0.1339,10,85.84,1
139.1614,2086,-0.03628,0.01687,-0.21092,82.38,82.00,0.1279,16,85.84,1
139.2237,2087,0.00000,-0.21296,0.00164,74.98,74.00,0.1498,10,85.84,1
139.2850,2088,-0.02503,-0.30248,-0.14939,80.23,80.00,0.1343,10,84.38,1
139.3425,2089,-0.05104,-0.09741,-0.22002,82.70,82.00,0.1269,23,80.24,1
139.4005,2090,0.04819,-0.07766,0.16309,72.55,74.00,0.1329,14,80.02,1
139.4595,2091,0.10965,-0.21471,0.33179,70.02,70.00,0.1152,11,82.21,1
139.5174,2092,0.18943,-0.24581,0.53562,66.97,66.00,0.0938,9,82.21,1
139.5753,2093,0.25284,-0.29063,0.64680,65.30,65.00,0.0821,8,82.21,1
139.6345,2094,0.25462,-0.34161,0.52484,67.13,67.00,0.0949,14,82.24,1
139.6947,2095,0.22783,-0.38611,0.33685,69.95,69.00,0.1146,13,82.72,1
139.7532,2096,0.05077,-0.31757,-0.32953,86.53,77.00,0.1154,5,82.72,1
139.8130,2097,0.07236,-0.35360,-0.15369,80.38,80.00,0.1339,5,83.95,1
139.8707,2098,-0.07501,-0.41183,-0.62005,96.70,88.00,0.0849,15,83.95,1
139.9285,2099,-0.04714,0.03491,-0.37279,88.05,88.00,0.1109,4,83.95,1
139.9862,2100,-0.05134,-0.12139,-0.30392,85.64,85.00,0.1181,6,78.35,1
140.0463,2101,0.03113,0.15252,0.05149,74.23,77.00,0.1446,3,78.35,1
140.1034,2102,0.00000,-0.04438,-0.06093,77.13,77.00,0.1436,14,78.35,1
140.1647,2103,-0.08161,-0.21272,-0.35098,87.28,85.00,0.1131,3,78.35,1
140.2292,2104,-0.09613,-0.22199,-0.32675,86.44,86.00,0.1157,14,78.35,1
140.2862,2105,-0.11058,-0.16902,-0.32189,86.27,86.00,0.1162,6,78.35,1
140.3437,2106,-0.07901,-0.17181,-0.16043,80.62,80.00,0.1332,11,78.35,1
140.4017,2107,-0.08521,0.07025,-0.16842,80.89,80.00,0.1323,13,83.32,1
140.4625,2108,0.00000,0.08575,0.10320,73.45,73.00,0.1392,21,85.65,1
140.5183,2109,0.06367,0.10974,0.33313,70.00,70.00,0.1150,9,85.65,1
140.5741,2110,0.16068,-0.01468,0.59382,66.09,66.00,0.0876,13,85.65,1
140.6333,2111,0.15093,0.18265,0.42045,68.69,68.00,0.1059,4,85.65,1
140.6920,2112,0.19365,0.10297,0.48279,67.76,67.00,0.0993,5,88.98,1
140.7527,2113,0.21671,-0.13438,0.46793,67.98,67.00,0.1009,5,88.98,1
140.8098,2114,0.18518,-0.07807,0.27759,70.84,70.00,0.1209,13,88.98,1
140.8676,2115,0.10344,-0.15517,-0.04521,76.58,76.00,0.1453,11,88.48,1
140.9327,2116,0.07124,0.04666,-0.11935,79.18,79.00,0.1375,9,86.93,1
141.0046,2117,-0.05700,0.26834,-0.50568,92.70,87.00,0.0969,8,84.34,1
141.0677,2118,0.12456,-0.21992,0.24728,71.29,79.00,0.1240,3,84.34,1
141.1323,2119,0.15705,-0.62472,0.31563,70.27,71.00,0.1169,5,82.11,1
141.2014,2120,0.11331,-0.39464,0.10837,73.37,73.00,0.1386,11,81.93,1
141.2641,2121,0.09273,-0.08942,0.03459,74.48,74.00,0.1464,5,81.93,1
141.3304,2122,0.10478,0.15289,0.09080,73.64,73.00,0.1405,5,80.74,1
141.3982,2123,0.09085,0.11748,0.04431,74.34,74.00,0.1453,6,80.74,1
141.4624,2124,0.07903,-0.02154,0.01566,74.77,74.00,0.1484,4,80.74,1
141.5285,2125,0.09740,-0.10841,0.09749,73.54,73.00,0.1398,6,80.74,1
141.5863,2126,0.11538,-0.35372,0.15913,72.61,72.00,0.1333,4,80.74,1
141.6446,2127,0.05739,-0.47343,-0.05632,76.97,76.00,0.1441,7,80.74,1
141.7041,2128,0.04958,-0.49946,-0.05009,76.75,76.00,0.1447,4,80.74,1
141.7627,2129,0.03127,-0.47909,-0.08506,77.98,77.00,0.1411,8,80.74,1
141.8228,2130,-0.03953,-0.19223,-0.29908,85.47,85.00,0.1186,8,80.74,1
141.8802,2131,-0.09118,0.18881,-0.40589,89.21,89.00,0.1074,8,80.74,1
141.9397,2132,-0.11898,0.48726,-0.41014,89.35,89.00,0.1069,6,80.74,1
141.9992,2133,-0.19658,0.61482,-0.59896,95.96,95.00,0.0871,5,80.74,1
142.0578,2134,-0.22036,0.29040,-0.56285,94.70,94.00,0.0909,7,82.36,1
142.1197,2135,-0.14419,-0.17753,-0.19043,81.67,86.00,0.1300,5,82.36,1
142.1819,2136,-0.02308,-0.18434,0.24762,71.29,78.00,0.1240,8,82.36,1
142.2436,2137,0.17509,-0.33303,0.85736,62.14,70.00,0.0600,16,85.29,1
142.3052,2138,0.15953,-0.50424,0.59853,66.02,66.00,0.0872,6,82.66,1
142.3693,2139,0.23474,0.10917,0.72352,64.15,64.00,0.0740,7,82.66,1
142.4323,2140,0.19285,0.19143,0.42944,68.56,68.00,0.1049,6,82.66,1
142.4950,2141,0.12230,0.16321,0.11284,73.31,73.00,0.1382,13,82.50,1
142.5561,2142,0.05905,0.24649,-0.10377,78.63,78.00,0.1391,15,82.67,1
142.6161,2143,0.06702,0.11436,-0.02673,75.94,75.00,0.1472,14,82.67,1
142.6741,2144,-0.10544,-0.04592,-0.60298,96.10,83.00,0.0867,4,82.31,1
142.7320,2145,-0.10994,0.08624,-0.47457,91.61,91.00,0.1002,7,79.57,1
142.7912,2146,0.00000,-0.03556,0.06576,74.01,83.00,0.1431,11,79.57,1
142.8493,2147,0.12315,-0.04855,0.44097,68.39,75.00,0.1037,4,77.22,1
142.9091,2148,0.12324,0.11555,0.35189,69.72,69.00,0.1131,7,77.22,1
142.9705,2149,0.10302,0.19432,0.21439,71.78,71.00,0.1275,7,77.22,1
143.0306,2150,0.14853,-0.11064,0.34488,69.83,69.00,0.1138,7,77.22,1
143.0963,2151,0.13185,-0.21426,0.22883,71.57,71.00,0.1260,7,74.60,1
143.1634,2152,0.22500,-0.43118,0.52556,67.12,67.00,0.0948,17,79.40,1
143.2230,2153,0.17893,-0.43714,0.28555,70.72,70.00,0.1200,20,74.86,1
143.2824,2154,0.00000,-0.01553,-0.34004,86.90,78.00,0.1143,18,72.48,1
143.3468,2155,0.00000,0.13785,-0.25986,84.09,84.00,0.1227,15,72.48,1
143.4153,2156,-0.07639,0.26607,-0.41917,89.67,89.00,0.1060,6,72.48,1
143.4823,2157,-0.12309,0.37228,-0.44470,90.56,90.00,0.0000,1,72.48,0
143.5482,2158,-0.16463,0.46678,-0.45258,90.84,90.00,0.0000,2,72.48,0
143.6100,2159,-0.07810,0.05118,-0.13418,79.70,82.00,0.1359,10,74.43,1
143.6741,2160,-0.08580,0.01675,-0.13247,79.64,79.00,0.0000,1,74.43,0
143.7406,2161,-0.02825,-0.14723,0.04576,74.31,74.00,0.1452,15,70.59,1
143.8087,2162,0.05100,-0.27678,0.26897,70.97,70.00,0.1218,11,70.59,1
143.8714,2163,0.14688,-0.27753,0.52386,67.14,67.00,0.0950,10,70.03,1
143.9333,2164,0.17308,-0.35747,0.50276,67.46,67.00,0.0972,6,71.22,1
143.9954,2165,0.15795,-0.22629,0.35153,69.73,69.00,0.1131,9,67.80,1
144.0607,2166,0.06547,-0.18801,-0.03332,76.17,76.00,0.1465,8,70.12,1
144.1240,2167,-0.14748,0.18891,-0.74458,101.06,84.00,0.0718,3,70.12,1
144.1944,2168,-0.16344,0.56881,-0.59626,95.87,92.00,0.0874,10,70.12,1
144.2604,2169,-0.21885,0.76940,-0.60285,96.10,96.00,0.0000,2,70.12,0
144.3319,2170,-0.20991,0.93374,-0.45860,91.05,91.00,0.1018,4,70.12,1
144.3982,2171,-0.12248,1.00482,-0.11159,78.91,83.00,0.1383,10,70.12,1
144.4682,2172,0.00000,0.67485,0.24396,71.34,75.00,0.1244,10,68.51,1
144.5307,2173,-0.03909,0.28924,0.08497,73.73,73.00,0.1411,10,68.51,1
144.5908,2174,-0.07019,0.06010,-0.05926,77.07,77.00,0.1438,9,68.06,1
144.6576,2175,-0.15851,0.10934,-0.37247,88.04,85.00,0.1109,5,68.06,1
144.7210,2176,-0.26290,0.19309,-0.67262,98.54,93.00,0.0794,4,68.06,1
144.7842,2177,-0.31222,0.15201,-0.65162,97.81,97.00,0.0000,0,68.06,0
144.8428,2178,-0.17096,0.28201,-0.10529,78.69,89.00,0.1389,7,67.65,1
144.9042,2179,-0.09268,0.34412,0.13313,73.00,81.00,0.1360,8,69.29,1
144.9644,2180,0.02134,0.30768,0.45348,68.20,73.00,0.1024,12,69.29,1
145.0238,2181,0.06862,0.31338,0.45509,68.17,68.00,0.0000,2,74.06,0
145.0828,2182,0.03906,0.03049,0.25959,71.11,71.00,0.1227,5,74.06,1
145.1422,2183,-0.11638,0.08731,-0.30586,85.71,79.00,0.1179,3,74.06,1
145.2023,2184,-0.13156,0.15399,-0.30351,85.62,85.00,0.1181,4,74.06,1
145.2613,2185,-0.03060,-0.11382,0.09439,73.58,77.00,0.1401,3,74.06,1
145.3187,2186,0.00000,-0.33413,0.15782,72.63,72.00,0.1334,4,74.06,1
145.3785,2187,0.00000,-0.30881,0.12155,73.18,73.00,0.1372,8,74.06,1
145.4371,2188,-0.08284,0.22114,-0.20933,82.33,81.00,0.1280,4,74.06,1
145.4965,2189,0.00000,-0.11461,0.12158,73.18,73.00,0.1372,4,74.06,1
145.5548,2190,0.06033,-0.25587,0.29579,70.56,70.00,0.1189,4,74.06,1
145.6158,2191,0.10590,-0.42628,0.38414,69.24,69.00,0.1097,8,74.06,1
145.6740,2192,0.10580,-0.61374,0.30392,70.44,70.00,0.1181,6,74.06,1
145.7320,2193,0.06059,-0.51063,0.08657,73.70,73.00,0.1409,6,74.06,1
145.7932,2194,0.06445,-0.56917,0.08628,73.71,73.00,0.0000,1,74.06,0
145.8635,2195,0.06842,-0.62920,0.08656,73.70,73.00,0.0000,1,74.06,0
145.9340,2196,0.07200,-0.68341,0.08683,73.70,73.00,0.0000,1,74.06,0
145.9958,2197,0.07483,-0.72624,0.08673,73.70,73.00,0.0000,0,74.06,0
146.0603,2198,0.07750,-0.76658,0.08675,73.70,73.00,0.0000,1,74.06,0
146.1233,2199,0.07983,-0.80181,0.08670,73.70,73.00,0.0000,1,74.06,0
146.1876,2200,0.08196,-0.83409,0.08669,73.70,73.00,0.0000,2,74.06,0
146.2562,2201,0.08404,-0.86552,0.08681,73.70,73.00,0.0000,1,74.06,0
146.3232,2202,0.08585,-0.89290,0.08687,73.70,73.00,0.0000,1,74.06,0
146.3959,2203,0.08759,-0.91934,0.08703,73.69,73.00,0.0000,1,74.06,0
146.4681,2204,0.08919,-0.94349,0.08719,73.69,73.00,0.0000,1,74.06,0
146.5314,2205,0.09043,-0.96226,0.08717,73.69,73.00,0.0000,1,74.06,0
146.5917,2206,0.09150,-0.97847,0.08711,73.69,73.00,0.0000,1,74.06,0
146.6499,2207,0.09244,-0.99272,0.08704,73.69,73.00,0.0000,1,74.06,0
146.7080,2208,0.09328,-1.00539,0.08696,73.70,73.00,0.0000,1,74.06,0
146.7665,2209,0.09404,-1.01682,0.08690,73.70,73.00,0.0000,1,74.06,0
146.8286,2210,0.09476,-1.02776,0.08688,73.70,73.00,0.0000,1,74.06,0
146.8853,2211,0.09535,-1.03673,0.08681,73.70,73.00,0.0000,1,74.06,0
146.9421,2212,0.09588,-1.04480,0.08675,73.70,73.00,0.0000,1,74.06,0
147.0006,2213,0.09638,-1.05235,0.08671,73.70,73.00,0.0000,1,74.06,0
147.0594,2214,0.09683,-1.05915,0.08667,73.70,73.00,0.0000,1,74.06,0
147.1180,2215,0.09723,-1.06522,0.08664,73.70,73.00,0.0000,1,74.06,0
147.1759,2216,0.09759,-1.07067,0.08660,73.70,73.00,0.0000,1,74.06,0
147.2339,2217,0.09792,-1.07557,0.08657,73.70,73.00,0.0000,1,74.06,0
147.2914,2218,0.09820,-1.07991,0.08654,73.70,73.00,0.0000,1,74.06,0
147.3524,2219,0.00000,0.00000,0.00000,75.00,75.00,0.0000,1,74.06,0
147.4144,2220,0.00000,0.00000,0.00000,75.00,75.00,0.0000,1,74.06,0
147.4754,2221,0.00000,0.00000,0.00000,75.00,75.00,0.0000,1,74.06,0
147.5423,2222,0.00000,0.00000,0.00000,75.00,75.00,0.0000,1,74.06,0
147.6015,2223,0.00000,0.00000,0.00000,75.00,75.00,0.0000,1,74.06,0
147.6595,2224,0.00000,0.00000,0.00000,75.00,75.00,0.0000,1,74.06,0
147.7180,2225,0.00000,0.00000,0.00000,75.00,75.00,0.0000,1,74.06,0
147.7746,2226,0.00000,0.00000,0.00000,75.00,75.00,0.0000,1,74.06,0
147.8334,2227,0.00000,0.00000,0.00000,75.00,75.00,0.0000,1,74.06,0
147.8926,2228,0.00000,0.00000,0.00000,75.00,75.00,0.0000,1,74.06,0
147.9500,2229,0.00000,0.00000,0.00000,75.00,75.00,0.0000,1,74.06,0
148.0064,2230,0.00000,0.00000,0.00000,75.00,75.00,0.0000,1,74.06,0
148.0622,2231,0.00000,0.00000,0.00000,75.00,75.00,0.0000,1,74.06,0
148.1193,2232,0.00000,0.00000,0.00000,75.00,75.00,0.0000,1,74.06,0
148.1780,2233,0.00000,0.00000,0.00000,75.00,75.00,0.0000,1,74.06,0
148.2410,2234,0.00000,0.00000,0.00000,75.00,75.00,0.0000,1,74.06,0
148.3045,2235,0.00000,0.00000,0.00000,75.00,75.00,0.0000,1,74.06,0
148.3622,2236,0.00000,0.00000,0.00000,75.00,75.00,0.0000,1,74.06,0
148.4189,2237,0.00000,0.00000,0.00000,75.00,75.00,0.0000,1,74.06,0
148.4751,2238,0.00000,0.00000,0.00000,75.00,75.00,0.0000,1,74.06,0
148.5317,2239,0.00000,0.00000,0.00000,75.00,75.00,0.0000,1,74.06,0
148.5894,2240,0.00000,0.00000,0.00000,75.00,75.00,0.0000,1,74.06,0
148.6470,2241,0.00000,0.00000,0.00000,75.00,75.00,0.0000,1,74.06,0
148.7084,2242,0.00000,0.00000,0.00000,75.00,75.00,0.0000,1,74.06,0
148.7657,2243,0.00000,0.00000,0.00000,75.00,75.00,0.0000,1,74.06,0
148.8270,2244,0.00000,0.00000,0.00000,75.00,75.00,0.0000,1,74.06,0
148.8874,2245,0.00000,0.00000,0.00000,75.00,75.00,0.0000,1,74.06,0
148.9567,2246,0.00000,0.00000,0.00000,75.00,75.00,0.0000,1,74.06,0
149.0181,2247,0.00000,0.00000,0.00000,75.00,75.00,0.0000,1,74.06,0
149.0799,2248,0.00000,0.00000,0.00000,75.00,75.00,0.0000,1,74.06,0
149.1441,2249,0.00000,0.00000,0.00000,75.00,75.00,0.0000,1,74.06,0
149.2042,2250,0.00000,0.00000,0.00000,75.00,75.00,0.0000,1,74.06,0
149.2653,2251,0.00000,0.00000,0.00000,75.00,75.00,0.0000,1,74.06,0
149.3307,2252,0.00000,0.00000,0.00000,75.00,75.00,0.0000,1,74.06,0
149.3928,2253,0.00000,0.00000,0.00000,75.00,75.00,0.0000,1,74.06,0
149.4558,2254,0.00000,0.00000,0.00000,75.00,75.00,0.0000,1,74.06,0
149.5188,2255,0.00000,0.00000,0.00000,75.00,75.00,0.0000,1,74.06,0
149.5846,2256,0.00000,0.00000,0.00000,75.00,75.00,0.0000,1,74.06,0
149.6549,2257,-0.16751,0.97102,-0.15484,80.42,80.00,0.1337,3,74.06,1
