t,frame,offset,heading,steer_cmd,servo_target_deg,servo_actual_deg,throttle,rows_found,lane_width_px,lines_visible
202.2499,3150,0.14769,-0.21807,0.29503,70.57,70.00,0.1190,17,76.89,1
202.3128,3151,0.14039,-0.52915,0.23422,71.49,71.00,0.1254,18,76.12,1
202.3775,3152,0.11584,-0.73332,0.13019,73.05,73.00,0.1363,19,74.77,1
202.4415,3153,0.08939,-0.86933,0.04498,74.33,74.00,0.1453,22,73.10,1
202.5050,3154,0.05416,-0.85428,-0.05200,76.82,76.00,0.1445,22,71.19,1
202.5668,3155,0.00000,-0.80056,-0.17933,81.28,81.00,0.1312,21,71.07,1
202.6313,3156,0.00000,-0.59260,-0.14746,80.16,80.00,0.1345,22,71.10,1
202.6939,3157,-0.02016,-0.28068,-0.14065,79.92,79.00,0.1352,22,67.67,1
202.7566,3158,0.00000,-0.05546,-0.07077,77.48,77.00,0.1426,21,65.52,1
202.8204,3159,0.00000,0.08296,-0.03279,76.15,76.00,0.1466,20,64.89,1
202.8860,3160,0.00000,0.14591,0.02651,74.60,74.00,0.1472,22,62.64,1
202.9554,3161,0.00000,0.15155,-0.00087,75.03,75.00,0.1499,21,64.82,1
203.0207,3162,-0.02729,0.01902,-0.03486,76.22,76.00,0.1463,22,66.42,1
203.0873,3163,0.00000,-0.01165,0.02875,74.57,74.00,0.1470,22,65.98,1
203.1487,3164,-0.02103,-0.02062,0.00840,74.87,74.00,0.1491,22,65.26,1
203.2124,3165,-0.04607,0.16845,-0.07327,77.56,77.00,0.1423,17,62.97,1
203.2768,3166,0.00000,0.45000,0.05912,74.11,74.00,0.1438,12,60.76,1
203.3403,3167,0.00000,0.39777,0.05789,74.13,74.00,0.1439,15,59.08,1
203.4101,3168,0.00000,0.54939,0.06890,73.97,73.00,0.1428,19,57.96,1
203.4723,3169,0.00000,0.65143,0.08502,73.72,73.00,0.1411,13,56.76,1
203.5344,3170,0.00000,0.55272,0.06193,74.07,74.00,0.1435,21,55.99,1
203.5964,3171,0.02892,0.48116,0.17593,72.36,72.00,0.1315,20,55.41,1
203.6594,3172,0.02887,0.38938,0.14483,72.83,72.00,0.1348,20,55.36,1
203.7213,3173,0.07093,0.30212,0.26998,70.95,70.00,0.1217,17,54.97,1
203.7827,3174,0.11574,-0.30431,0.38079,69.29,69.00,0.1100,17,55.43,1
203.8456,3175,0.13509,-0.73225,0.38219,69.27,69.00,0.1099,16,55.48,1
203.9096,3176,0.12975,-0.97061,0.30111,70.48,70.00,0.1184,15,55.37,1
203.9739,3177,0.09878,-1.11978,0.15586,72.66,72.00,0.1336,14,55.60,1
204.0361,3178,0.09185,-0.98020,0.13006,73.05,73.00,0.1363,18,56.54,1
204.1007,3179,0.05081,-0.74454,-0.00762,75.27,75.00,0.1492,17,57.58,1
204.1663,3180,0.00000,-0.34579,-0.13599,79.76,79.00,0.1357,17,58.52,1
204.2330,3181,0.00000,-0.00253,-0.13052,79.57,79.00,0.1363,14,59.92,1
204.2965,3182,-0.05958,0.20787,-0.23578,83.25,83.00,0.1252,20,61.50,1
204.3620,3183,-0.10466,0.45166,-0.31717,86.10,86.00,0.1167,16,64.06,1
204.4257,3184,-0.12098,0.53760,-0.29123,85.19,85.00,0.1194,15,65.03,1
204.4878,3185,-0.14283,0.39237,-0.29877,85.46,85.00,0.1186,18,65.51,1
204.5518,3186,-0.08926,0.46756,-0.04783,76.67,77.00,0.1450,20,66.93,1
204.6179,3187,-0.05576,0.33867,0.07262,73.91,73.00,0.1424,19,67.33,1
204.6814,3188,0.00000,-0.05302,0.22514,71.62,71.00,0.1264,21,66.56,1
204.7479,3189,0.06012,-0.21232,0.39518,69.07,69.00,0.1085,19,65.66,1
204.8116,3190,0.08947,-0.36107,0.41040,68.84,68.00,0.1069,20,64.90,1
204.8749,3191,0.08172,-0.39049,0.30127,70.48,70.00,0.1184,21,64.64,1
204.9401,3192,0.02779,-0.09872,0.06179,74.07,74.00,0.1435,16,65.57,1
205.0051,3193,0.00000,-0.01579,-0.05135,76.80,76.00,0.1446,17,66.60,1
205.0661,3194,-0.05394,0.10288,-0.18561,81.50,81.00,0.1305,18,67.84,1
205.1273,3195,-0.04084,0.02751,-0.08558,78.00,77.00,0.1410,15,68.63,1
205.1887,3196,0.02410,0.01124,0.17016,72.45,72.00,0.1321,15,67.90,1
205.2525,3197,0.08810,-0.06768,0.36491,69.53,69.00,0.1117,13,65.01,1
205.3164,3198,0.13969,-0.10338,0.47472,67.88,67.00,0.1002,15,63.45,1
205.3775,3199,0.19766,-0.14797,0.59343,66.10,66.00,0.0877,15,62.20,1
205.4380,3200,0.19070,-0.21127,0.46963,67.96,67.00,0.1007,15,61.26,1
205.5000,3201,0.18603,-0.20804,0.38687,69.20,69.00,0.1094,16,60.23,1
205.5609,3202,0.16374,-0.34558,0.26725,70.99,70.00,0.1219,19,58.54,1
205.6213,3203,0.15291,-0.42983,0.21763,71.74,71.00,0.1271,20,58.89,1
205.6852,3204,0.12820,-0.52068,0.13186,73.02,73.00,0.1362,22,60.28,1
205.7484,3205,0.07956,-0.66923,-0.01732,75.61,75.00,0.1482,18,60.65,1
205.8079,3206,0.06985,-0.59928,-0.00220,75.08,75.00,0.1498,20,62.19,1
205.8690,3207,0.06060,-0.47610,0.00946,74.86,74.00,0.1490,23,64.07,1
205.9318,3208,0.06871,-0.54376,0.07707,73.84,73.00,0.1419,19,67.56,1
205.9940,3209,0.02818,-0.41615,-0.04272,76.50,76.00,0.1455,18,71.57,1
206.0596,3210,0.00000,-0.46564,-0.09408,78.29,78.00,0.1401,19,75.92,1
206.1218,3211,0.00000,-0.38884,-0.06535,77.29,77.00,0.1431,19,76.97,1
206.1848,3212,0.00000,-0.37370,-0.02858,76.00,76.00,0.1470,20,78.98,1
206.2490,3213,-0.03504,-0.15242,-0.08094,77.83,77.00,0.1415,19,82.68,1
206.3177,3214,-0.03531,-0.20894,-0.03861,76.35,76.00,0.1459,17,84.66,1
206.3784,3215,-0.05152,-0.05172,-0.06878,77.41,77.00,0.1428,20,83.09,1
206.4401,3216,-0.06632,0.08600,-0.08964,78.14,78.00,0.1406,18,82.69,1
206.5007,3217,-0.07353,-0.02682,-0.08303,77.91,77.00,0.1413,19,81.42,1
206.5607,3218,-0.08466,-0.00303,-0.09465,78.31,78.00,0.1401,18,80.58,1
206.6285,3219,-0.07436,0.25534,-0.02827,75.99,75.00,0.1470,15,79.22,1
206.6937,3220,-0.05389,0.08969,0.05361,74.20,74.00,0.1444,15,79.22,1
206.7653,3221,-0.05309,0.01500,0.04694,74.30,74.00,0.1451,15,79.22,1
206.8294,3222,-0.07537,0.19894,-0.03585,76.25,76.00,0.1462,16,80.10,1
206.8958,3223,-0.06152,0.26568,0.02355,74.65,74.00,0.1475,15,79.79,1
206.9609,3224,-0.04396,0.13096,0.08113,73.78,73.00,0.1415,14,79.41,1
207.0260,3225,0.00000,-0.39289,0.25552,71.17,71.00,0.1232,14,79.57,1
207.0879,3226,0.04530,-0.75289,0.31979,70.20,70.00,0.1164,16,78.31,1
207.1489,3227,0.00000,-0.98015,0.10894,73.37,73.00,0.1386,12,78.31,1
207.2118,3228,0.00000,-1.11027,0.12553,73.12,73.00,0.1368,14,78.31,1
207.2776,3229,0.02635,-1.17019,0.16644,72.50,72.00,0.1325,15,78.28,1
207.3433,3230,0.00000,-1.17621,0.05396,74.19,74.00,0.1443,12,78.75,1
207.4070,3231,0.00000,-1.15441,0.05999,74.10,74.00,0.1437,12,79.93,1
207.4709,3232,0.02467,-0.76540,0.14835,72.77,72.00,0.1344,15,80.46,1
207.5329,3233,0.04175,-0.58043,0.19206,72.12,72.00,0.1298,14,82.58,1
207.5944,3234,0.03874,-0.63411,0.15899,72.62,72.00,0.1333,13,83.52,1
207.6546,3235,0.03211,-0.76671,0.12169,73.17,73.00,0.1372,10,83.52,1
207.7188,3236,0.00000,-0.75767,0.05237,74.21,74.00,0.1445,13,86.12,1
207.7800,3237,0.00000,-0.81888,0.01837,74.72,74.00,0.1481,11,89.06,1
207.8443,3238,0.00000,-0.64277,0.06253,74.06,74.00,0.1434,12,89.06,1
207.9087,3239,0.06090,-0.78340,0.24389,71.34,71.00,0.1244,5,89.06,1
207.9693,3240,0.03464,-0.78869,0.12095,73.19,73.00,0.1373,11,89.06,1
208.0305,3241,0.04621,-0.37412,0.15798,72.63,72.00,0.1334,13,89.06,1
208.0914,3242,0.04386,-0.24940,0.13920,72.91,72.00,0.1354,14,89.06,1
208.1528,3243,0.03392,0.14387,0.09887,73.52,73.00,0.1396,9,89.06,1
208.2152,3244,0.07440,-0.00486,0.24423,71.34,71.00,0.1244,8,89.06,1
208.2818,3245,0.00000,0.39266,-0.05823,77.04,77.00,0.1439,5,89.06,1
208.3531,3246,-0.04125,0.34285,-0.14020,79.91,79.00,0.1353,8,89.06,1
208.4173,3247,-0.09080,0.21852,-0.25567,83.95,83.00,0.1232,7,89.06,1
208.4801,3248,-0.10214,0.02886,-0.22147,82.75,82.00,0.1267,7,89.06,1
208.5407,3249,-0.12543,0.00269,-0.24231,83.48,83.00,0.0000,1,89.06,0
208.6054,3250,-0.10753,-0.17772,-0.13576,79.75,79.00,0.1357,6,89.06,1
208.6667,3251,0.00000,-0.61996,0.24554,71.32,71.00,0.1242,6,89.06,1
208.7282,3252,0.00000,-0.68729,0.17007,72.45,72.00,0.1321,6,89.06,1
208.7875,3253,0.00000,-0.81955,0.13684,72.95,72.00,0.0000,1,89.06,0
208.8473,3254,0.08967,-0.96116,0.37908,69.31,69.00,0.1102,3,90.45,1
208.9080,3255,0.04411,-0.69057,0.16018,72.60,72.00,0.1332,10,90.45,1
208.9679,3256,0.00000,0.08458,-0.05822,77.04,77.00,0.1439,4,90.45,1
209.0299,3257,0.00000,0.09327,-0.01980,75.69,75.00,0.1479,10,83.51,1
209.0924,3258,-0.03905,-0.31419,-0.10319,78.61,78.00,0.1392,4,83.51,1
209.1571,3259,-0.05108,-0.32633,-0.12658,79.43,79.00,0.0000,2,83.51,0
209.2188,3260,-0.06139,-0.33673,-0.13532,79.74,79.00,0.0000,2,83.51,0
209.2796,3261,-0.07060,-0.34602,-0.13493,79.72,79.00,0.0000,0,83.51,0
209.3416,3262,-0.04695,-0.86355,-0.05721,77.00,77.00,0.1440,3,83.51,1
209.3994,3263,-0.05559,-0.98551,-0.07967,77.79,77.00,0.1416,6,83.51,1
209.4592,3264,0.00000,-1.05275,0.06128,74.08,74.00,0.1436,6,83.51,1
209.5159,3265,0.00000,-1.14922,0.05713,74.14,74.00,0.0000,1,83.51,0
209.5761,3266,0.00000,-1.10215,0.08189,73.77,73.00,0.1414,4,83.51,1
209.6361,3267,0.00000,-1.15684,0.07370,73.89,73.00,0.0000,0,83.51,0
209.6950,3268,0.00000,-0.90290,0.00056,74.99,74.00,0.1499,5,83.51,1
209.7556,3269,0.00000,-0.87770,0.00050,74.99,74.00,0.0000,1,83.51,0
209.8163,3270,0.08342,-0.94610,0.27755,70.84,70.00,0.1209,6,83.51,1
209.8764,3271,0.10591,-0.94518,0.27455,70.88,70.00,0.0000,2,83.51,0
209.9371,3272,0.13850,-0.97922,0.33199,70.02,70.00,0.1151,4,83.51,1
209.9979,3273,0.13531,-0.35208,0.27237,70.91,70.00,0.1214,5,83.51,1
210.0594,3274,0.11538,-0.03483,0.16742,72.49,72.00,0.1324,6,82.16,1
210.1258,3275,0.00000,-0.24198,-0.20318,82.11,80.00,0.1287,3,82.16,1
210.1932,3276,-0.05992,-0.55231,-0.38772,88.57,88.00,0.1093,3,82.16,1
210.2546,3277,-0.09844,-0.58944,-0.39341,88.77,88.00,0.0000,2,82.16,0
210.3159,3278,-0.13277,-0.62255,-0.39188,88.72,88.00,0.0000,0,82.16,0
210.3784,3279,-0.16463,-0.65327,-0.39133,88.70,88.00,0.0000,2,82.16,0
210.4392,3280,-0.19204,-0.67970,-0.38975,88.64,88.00,0.0000,2,82.16,0
210.5016,3281,-0.21788,-0.70461,-0.38934,88.63,88.00,0.0000,0,82.16,0
210.5657,3282,-0.24150,-0.72738,-0.38927,88.62,88.00,0.0000,2,82.16,0
210.6286,3283,-0.30835,-0.97859,-0.51387,92.99,92.00,0.0960,3,82.16,1
210.6961,3284,-0.33832,-1.03766,-0.50830,92.79,92.00,0.0000,1,82.16,0
210.7689,3285,-0.36735,-1.09489,-0.51128,92.89,92.00,0.0000,0,82.16,0
210.8447,3286,-0.20632,-0.22646,-0.05690,76.99,84.00,0.1440,4,78.34,1
210.9169,3287,-0.07200,0.29726,0.29826,70.53,76.00,0.1187,3,78.34,1
210.9933,3288,-0.02068,0.56875,0.31283,70.31,70.00,0.0000,2,78.34,0
211.0635,3289,0.02112,0.67308,0.31556,70.27,70.00,0.0000,1,78.34,0
211.1330,3290,-0.08159,0.42959,-0.04347,76.52,76.00,0.1454,3,78.34,1
211.2063,3291,-0.14891,0.35179,-0.25309,83.86,83.00,0.1234,3,78.34,1
211.2735,3292,-0.16355,0.34041,-0.24769,83.67,83.00,0.0000,0,78.34,0
211.3458,3293,-0.17774,0.32939,-0.24906,83.72,83.00,0.0000,0,78.34,0
211.4245,3294,-0.19151,0.31868,-0.25116,83.79,83.00,0.0000,2,78.34,0
211.4928,3295,-0.20240,0.31022,-0.25176,83.81,83.00,0.0000,0,78.34,0
211.5638,3296,-0.21258,0.30232,-0.25262,83.84,83.00,0.0000,1,78.34,0
211.6323,3297,-0.22138,0.29548,-0.25309,83.86,83.00,0.0000,2,78.34,0
211.6948,3298,-0.22860,0.28987,-0.25291,83.85,83.00,0.0000,2,78.34,0
211.7600,3299,-0.23537,0.28461,-0.25298,83.85,83.00,0.0000,1,78.34,0
211.8326,3300,-0.24217,0.27933,-0.25365,83.88,83.00,0.0000,2,78.34,0
211.8978,3301,-0.24767,0.27505,-0.25372,83.88,83.00,0.0000,1,78.34,0
211.9634,3302,-0.25264,0.27119,-0.25381,83.88,83.00,0.0000,1,78.34,0
212.0343,3303,-0.25748,0.26743,-0.25419,83.90,83.00,0.0000,0,78.34,0
212.0992,3304,-0.26148,0.26433,-0.25424,83.90,83.00,0.0000,0,78.34,0
212.1609,3305,-0.26488,0.26168,-0.25411,83.89,83.00,0.0000,0,78.34,0
212.2281,3306,-0.26822,0.25909,-0.25423,83.90,83.00,0.0000,0,78.34,0
212.2982,3307,-0.27136,0.25664,-0.25446,83.91,83.00,0.0000,0,78.34,0
212.3609,3308,-0.27390,0.25468,-0.25441,83.90,83.00,0.0000,0,78.34,0
212.4284,3309,-0.27628,0.25282,-0.25446,83.91,83.00,0.0000,0,78.34,0
212.4950,3310,-0.27851,0.25109,-0.25456,83.91,83.00,0.0000,1,78.34,0
212.5673,3311,-0.28058,0.24948,-0.25472,83.92,83.00,0.0000,0,78.34,0
212.6329,3312,-0.28236,0.24810,-0.25480,83.92,83.00,0.0000,0,78.34,0
212.6964,3313,-0.28386,0.24693,-0.25477,83.92,83.00,0.0000,0,78.34,0
212.7638,3314,-0.28531,0.24581,-0.25483,83.92,83.00,0.0000,1,78.34,0
212.8286,3315,-0.28656,0.24484,-0.25484,83.92,83.00,0.0000,1,78.34,0
212.8998,3316,-0.28780,0.24388,-0.25494,83.92,83.00,0.0000,1,78.34,0
212.9779,3317,0.00000,0.00000,0.00000,75.00,75.00,0.0000,0,78.34,0
213.0406,3318,0.00000,0.00000,0.00000,75.00,75.00,0.0000,0,78.34,0
213.1031,3319,0.00000,0.00000,0.00000,75.00,75.00,0.0000,0,78.34,0
213.1633,3320,0.00000,0.00000,0.00000,75.00,75.00,0.0000,0,78.34,0
213.2285,3321,0.00000,0.00000,0.00000,75.00,75.00,0.0000,0,78.34,0
213.3010,3322,0.00000,0.00000,0.00000,75.00,75.00,0.0000,0,78.34,0
213.3612,3323,0.00000,0.00000,0.00000,75.00,75.00,0.0000,0,78.34,0
213.4221,3324,0.00000,0.00000,0.00000,75.00,75.00,0.0000,0,78.34,0
213.4826,3325,0.00000,0.00000,0.00000,75.00,75.00,0.0000,0,78.34,0
213.5542,3326,0.00000,0.00000,0.00000,75.00,75.00,0.0000,0,78.34,0
213.6236,3327,0.00000,0.00000,0.00000,75.00,75.00,0.0000,0,78.34,0
213.6847,3328,0.00000,0.00000,0.00000,75.00,75.00,0.0000,0,78.34,0
213.7459,3329,0.00000,0.00000,0.00000,75.00,75.00,0.0000,0,78.34,0
213.8078,3330,0.00000,0.00000,0.00000,75.00,75.00,0.0000,0,78.34,0
213.8685,3331,0.00000,0.00000,0.00000,75.00,75.00,0.0000,0,78.34,0
213.9299,3332,0.00000,0.00000,0.00000,75.00,75.00,0.0000,0,78.34,0
213.9891,3333,0.00000,0.00000,0.00000,75.00,75.00,0.0000,0,78.34,0
214.0498,3334,0.00000,0.00000,0.00000,75.00,75.00,0.0000,0,78.34,0
214.1135,3335,0.00000,0.00000,0.00000,75.00,75.00,0.0000,0,78.34,0
214.1813,3336,0.00000,0.00000,0.00000,75.00,75.00,0.0000,0,78.34,0
214.2540,3337,0.00000,0.00000,0.00000,75.00,75.00,0.0000,0,78.34,0
214.3207,3338,0.00000,0.00000,0.00000,75.00,75.00,0.0000,0,78.34,0
214.3841,3339,0.00000,0.00000,0.00000,75.00,75.00,0.0000,1,78.34,0
214.4539,3340,0.00000,0.00000,0.00000,75.00,75.00,0.0000,0,78.34,0
214.5195,3341,0.00000,0.00000,0.00000,75.00,75.00,0.0000,1,78.34,0
214.5845,3342,0.00000,0.00000,0.00000,75.00,75.00,0.0000,0,78.34,0
214.6527,3343,0.00000,0.00000,0.00000,75.00,75.00,0.0000,2,78.34,0
214.7359,3344,0.00000,0.00000,0.00000,75.00,75.00,0.0000,2,78.34,0
214.8055,3345,0.02625,-0.41512,0.02429,74.64,74.00,0.1475,5,79.21,1
214.8787,3346,0.12457,0.36104,0.26578,71.01,71.00,0.1221,4,79.21,1
214.9553,3347,0.13074,-0.26832,0.23068,71.54,71.00,0.1258,5,79.29,1
215.0212,3348,-0.07996,-0.00702,-0.61185,96.41,79.00,0.0858,21,78.46,1
215.0879,3349,-0.08718,0.07105,-0.45448,90.91,87.00,0.1023,21,78.46,1
215.1512,3350,0.08460,-0.14426,0.27630,70.86,79.00,0.1210,18,78.46,1
215.2187,3351,0.09009,-0.11642,0.23436,71.48,71.00,0.1254,15,73.51,1
215.2905,3352,0.09280,-0.09836,0.19638,72.05,72.00,0.1294,14,71.04,1
215.3562,3353,0.03815,0.22918,-0.01971,75.69,75.00,0.1479,10,69.48,1
215.4224,3354,0.08599,-0.11693,0.16443,72.53,72.00,0.1327,8,72.23,1
215.4872,3355,0.03562,-0.31744,-0.02989,76.05,76.00,0.1469,8,72.31,1
215.5578,3356,0.02604,-0.41480,-0.04455,76.56,76.00,0.0000,1,72.31,0
215.6222,3357,-0.18366,-0.27512,-0.69001,99.15,84.00,0.0775,6,72.31,1
215.6914,3358,-0.22208,-0.01022,-0.66581,98.30,92.00,0.0801,5,72.31,1
215.7667,3359,-0.21373,-0.29796,-0.49025,92.16,92.00,0.0985,10,72.33,1
215.8292,3360,-0.17509,-0.22065,-0.28265,84.89,84.00,0.1203,17,75.16,1
215.8930,3361,-0.09079,-0.26932,0.03649,74.45,76.00,0.1462,13,75.11,1
215.9560,3362,-0.04162,-0.08284,0.16535,72.52,72.00,0.1326,14,73.55,1
216.0179,3363,-0.04102,0.02900,0.09987,73.50,73.00,0.1395,12,72.49,1
216.0821,3364,0.00000,-0.13796,0.23049,71.54,71.00,0.1258,17,72.84,1
216.1439,3365,0.05153,-0.28784,0.29877,70.52,70.00,0.1186,19,72.03,1
216.2118,3366,0.10659,-0.41531,0.40344,68.95,68.00,0.1076,20,70.77,1
216.2755,3367,0.10375,-0.21309,0.29599,70.56,70.00,0.1189,23,68.53,1
216.3416,3368,0.10229,-0.11730,0.22404,71.64,71.00,0.1265,26,66.74,1
216.4138,3369,0.07246,0.02908,0.07383,73.89,73.00,0.1422,26,64.70,1
216.4908,3370,0.00000,0.00442,-0.16745,80.86,80.00,0.1324,19,64.07,1
216.5570,3371,0.00000,-0.27398,-0.15321,80.36,80.00,0.1339,11,63.14,1
216.6229,3372,-0.03578,-0.20439,-0.21129,82.40,82.00,0.1278,8,63.14,1
216.6882,3373,-0.08341,-0.07304,-0.32510,86.38,86.00,0.1159,6,63.14,1
216.7517,3374,-0.07238,-0.44914,-0.21797,82.63,82.00,0.1271,4,63.14,1
216.8232,3375,-0.18371,-0.06626,-0.55825,94.54,90.00,0.0914,10,62.52,1
216.8883,3376,-0.19683,0.04397,-0.49062,92.17,92.00,0.0985,7,62.27,1
216.9582,3377,-0.23097,0.13159,-0.51653,93.08,93.00,0.0958,6,61.84,1
217.0241,3378,-0.26235,0.07644,-0.54344,94.02,94.00,0.0929,14,61.71,1
217.0892,3379,-0.28999,-0.07479,-0.55929,94.58,94.00,0.0913,6,61.71,1
217.1567,3380,-0.09468,-0.04505,0.18920,72.16,86.00,0.1301,13,61.74,1
217.2208,3381,0.00000,0.12283,0.41330,68.80,78.00,0.1066,14,62.06,1
217.2873,3382,0.03104,0.25953,0.38112,69.28,70.00,0.1100,15,65.66,1
217.3476,3383,0.00000,0.46260,0.12847,73.07,73.00,0.1365,20,65.66,1
217.4061,3384,-0.06081,0.15948,-0.09981,78.49,78.00,0.1395,14,65.09,1
217.4653,3385,-0.03305,0.07873,-0.00385,75.13,75.00,0.1496,13,61.78,1
217.5229,3386,0.00000,0.19746,0.13193,73.02,73.00,0.1361,18,61.33,1
217.5846,3387,0.02051,-0.08346,0.11021,73.35,73.00,0.1384,19,61.12,1
217.6441,3388,0.05662,-0.25210,0.19742,72.04,72.00,0.1293,15,62.70,1
217.7030,3389,-0.08998,-0.01321,-0.37277,88.05,80.00,0.1109,9,62.70,1
217.7617,3390,-0.09245,0.06954,-0.31415,86.00,85.00,0.1170,16,63.47,1
217.8237,3391,0.00000,0.01013,0.04950,74.26,77.00,0.1448,14,67.28,1
217.8844,3392,0.00000,-0.18036,0.03005,74.55,74.00,0.1468,10,73.45,1
217.9441,3393,-0.05954,-0.29174,-0.19790,81.93,81.00,0.1292,3,73.45,1
218.0043,3394,-0.06992,-0.36426,-0.17556,81.14,81.00,0.0000,1,73.45,0
218.0640,3395,-0.07912,-0.42850,-0.15349,80.37,80.00,0.0000,0,73.45,0
218.1226,3396,-0.08724,-0.48528,-0.14341,80.02,80.00,0.0000,0,73.45,0
218.1806,3397,-0.09448,-0.53584,-0.14274,80.00,79.00,0.0000,0,73.45,0
218.2375,3398,-0.10092,-0.58080,-0.14206,79.97,79.00,0.0000,0,73.45,0
218.2947,3399,-0.10665,-0.62088,-0.14140,79.95,79.00,0.0000,0,73.45,0
218.3519,3400,-0.11188,-0.65742,-0.14087,79.93,79.00,0.0000,0,73.45,0
218.4093,3401,-0.11656,-0.69012,-0.14037,79.91,79.00,0.0000,0,73.45,0
218.4674,3402,-0.12090,-0.72044,-0.14002,79.90,79.00,0.0000,0,73.45,0
218.5264,3403,0.29845,-0.21732,0.67998,64.80,71.00,0.0786,4,73.45,1
218.5869,3404,0.34468,-0.18255,0.67145,64.93,64.00,0.0000,2,73.45,0
218.6413,3405,0.38204,-0.15446,0.66578,65.01,65.00,0.0000,1,73.45,0
218.6956,3406,0.41555,-0.12926,0.66059,65.09,65.00,0.0000,0,73.45,0
218.7520,3407,0.47393,0.39211,0.76839,63.47,63.00,0.0693,3,73.45,1
218.8095,3408,0.49790,0.15894,0.77081,63.44,63.00,0.0691,5,73.45,1
218.8677,3409,0.50879,-0.22374,0.73426,63.99,63.00,0.0729,4,73.45,1
218.9261,3410,0.52211,-0.16157,0.71589,64.26,64.00,0.0748,3,73.45,1
218.9847,3411,0.53276,-0.18181,0.69939,64.51,64.00,0.0766,3,73.45,1
219.0437,3412,0.53095,-0.11668,0.64856,65.27,65.00,0.0819,4,73.45,1
219.1002,3413,0.54450,-0.11835,0.62653,65.60,65.00,0.0000,1,73.45,0
219.1577,3414,0.55672,-0.11986,0.60462,65.93,65.00,0.0000,1,73.45,0
219.2152,3415,0.28346,-0.04930,-0.23516,83.23,73.00,0.1253,4,76.60,1
219.2717,3416,0.10727,-0.53534,-0.65818,98.04,81.00,0.0809,3,76.60,1
219.3316,3417,0.02174,-0.64095,-0.67502,98.63,89.00,0.0000,2,79.14,0
219.3885,3418,0.06697,0.23147,-0.36772,87.87,87.00,0.1114,5,79.14,1
219.4447,3419,0.00000,0.30817,-0.46001,91.10,91.00,0.1017,5,76.93,1
219.5022,3420,-0.02490,-0.09297,-0.44031,90.41,90.00,0.1038,3,76.93,1
219.5597,3421,-0.04353,-0.16522,-0.38858,88.60,88.00,0.1092,6,76.93,1
219.6166,3422,0.00000,0.30661,-0.15166,80.31,80.00,0.1341,4,76.93,1
219.6725,3423,-0.02226,0.41509,-0.16357,80.73,80.00,0.0000,1,76.93,0
219.7294,3424,-0.03732,0.50108,-0.16202,80.67,80.00,0.0000,2,76.93,0
219.7874,3425,-0.05106,0.57952,-0.16077,80.63,80.00,0.0000,1,76.93,0
219.8441,3426,0.00000,0.16373,0.01257,74.81,74.00,0.1487,3,76.93,1
219.9013,3427,-0.04672,0.24579,-0.13604,79.76,79.00,0.1357,6,76.93,1
219.9590,3428,-0.05524,-0.29833,-0.14120,79.94,79.00,0.1352,5,76.93,1
220.0168,3429,-0.13385,0.18446,-0.38719,88.55,87.00,0.1093,7,76.93,1
220.0773,3430,-0.10106,0.46381,-0.19534,81.84,81.00,0.1295,9,75.04,1
220.1348,3431,-0.06807,0.70684,-0.05132,76.80,76.00,0.1446,3,75.04,1
220.1943,3432,0.05361,0.46617,0.37595,69.36,69.00,0.1105,3,75.04,1
220.2569,3433,0.09196,0.50006,0.38238,69.26,69.00,0.0000,0,75.04,0
220.3160,3434,0.18852,-0.36310,0.62257,65.66,65.00,0.0846,3,75.04,1
220.3777,3435,0.14475,-0.76130,0.36087,69.59,69.00,0.1121,6,75.04,1
220.4386,3436,0.06927,-0.91049,0.04918,74.26,74.00,0.1448,11,75.13,1
220.5003,3437,0.00000,-0.76064,-0.16704,80.85,80.00,0.1325,10,75.42,1
220.5646,3438,-0.02186,-0.72022,-0.20423,82.15,82.00,0.1286,9,74.93,1
220.6237,3439,-0.08810,-0.78033,-0.38188,88.37,88.00,0.1099,7,75.43,1
220.6851,3440,-0.10304,-0.60651,-0.34416,87.05,87.00,0.1139,4,75.69,1
220.7477,3441,-0.11613,0.11796,-0.31479,86.02,86.00,0.1169,3,76.32,1
220.8076,3442,-0.19692,0.40013,-0.53829,93.84,93.00,0.0935,4,77.39,1
220.8709,3443,-0.27178,0.46985,-0.69352,99.27,99.00,0.0772,6,77.39,1
220.9325,3444,-0.24512,-0.08902,-0.47469,91.61,91.00,0.1002,4,77.39,1
220.9971,3445,-0.04314,-0.52271,0.29918,70.51,83.00,0.1186,5,77.39,1
221.0630,3446,0.11492,-0.29025,0.73702,63.94,75.00,0.0726,3,77.39,1
221.1223,3447,0.13272,-0.44249,0.61906,65.71,67.00,0.0850,4,77.39,1
221.1847,3448,0.06990,-0.26800,0.25245,71.21,71.00,0.1235,5,77.39,1
221.2450,3449,0.02512,-0.59387,0.03923,74.41,74.00,0.1459,6,77.39,1
221.3119,3450,0.00000,-0.70412,-0.10732,78.76,78.00,0.1387,7,77.39,1
221.3727,3451,0.05538,-0.89061,0.16563,72.52,72.00,0.1326,13,78.75,1
221.4357,3452,0.03031,-0.83825,0.04250,74.36,74.00,0.1455,12,78.75,1
221.4954,3453,0.00000,-0.48156,-0.01844,75.65,75.00,0.1481,17,78.75,1
221.5548,3454,0.00000,-0.27497,-0.05675,76.99,76.00,0.1440,17,80.28,1
221.6165,3455,0.00000,-0.09310,-0.05387,76.89,76.00,0.1443,16,80.28,1
