t,frame,offset,heading,steer_cmd,servo_target_deg,servo_actual_deg,throttle,rows_found,lane_width_px,lines_visible
2.3540,38,0.12667,-0.33039,0.30409,70.44,70.00,0.1181,4,75.19,1
2.4194,39,0.15197,-0.44690,0.33094,70.04,70.00,0.1153,5,75.19,1
2.4809,40,0.16177,-0.54914,0.30732,70.39,70.00,0.1177,4,75.19,1
2.5424,41,0.00000,-0.46582,-0.27320,84.56,78.00,0.1213,3,76.27,1
2.6071,42,-0.11326,-0.23904,-0.61502,96.53,86.00,0.0854,3,77.64,1
2.6747,43,-0.13889,0.35850,-0.54304,94.01,94.00,0.0930,6,78.98,1
2.7358,44,-0.17272,0.75664,-0.54428,94.05,94.00,0.0929,3,78.98,1
2.7942,45,-0.07875,0.11325,-0.11515,79.03,86.00,0.1379,4,78.98,1
2.8530,46,-0.12502,-0.24470,-0.27008,84.45,84.00,0.1216,5,78.98,1
2.9147,47,-0.07011,0.24807,-0.03732,76.31,76.00,0.1461,5,78.98,1
2.9759,48,-0.08128,0.62125,-0.09060,78.17,78.00,0.1405,3,78.98,1
3.0371,49,0.00000,0.87833,0.20560,71.92,71.00,0.1284,5,80.98,1
3.0973,50,0.10354,0.14589,0.48909,67.66,67.00,0.0986,4,83.08,1
3.1591,51,0.15091,0.06436,0.50742,67.39,67.00,0.0000,2,83.08,0
3.2199,52,0.19272,-0.00760,0.50538,67.42,67.00,0.0000,1,83.08,0
3.2870,53,0.17251,0.18785,0.36644,69.50,69.00,0.1115,6,83.08,1
3.3497,54,0.09553,0.41810,0.08327,73.75,73.00,0.1413,5,83.08,1
3.4112,55,0.10122,0.72104,0.10503,73.42,73.00,0.1390,4,85.27,1
3.4700,56,0.09009,0.36379,0.06660,74.00,74.00,0.1430,8,87.45,1
3.5297,57,0.05965,0.08682,-0.03226,76.13,76.00,0.1466,5,87.45,1
3.5886,58,0.02097,-0.13236,-0.14076,79.93,79.00,0.1352,4,87.45,1
3.6538,59,-0.03466,-0.27411,-0.28290,84.90,84.00,0.1203,4,87.45,1
3.7146,60,-0.12155,-0.15630,-0.51187,92.92,92.00,0.0963,5,90.70,1
3.7775,61,-0.17904,0.12174,-0.59062,95.67,95.00,0.0880,4,90.70,1
3.8394,62,-0.22895,0.16198,-0.59377,95.78,95.00,0.0000,2,90.70,0
3.8986,63,-0.12298,0.52583,-0.15429,80.40,87.00,0.1338,7,90.70,1
3.9648,64,-0.05604,0.57493,0.07281,73.91,79.00,0.1424,7,90.70,1
4.0347,65,-0.06600,0.84135,-0.00044,75.02,75.00,0.1500,7,90.70,1
4.0972,66,0.00000,0.49824,0.20959,71.86,71.00,0.1280,9,90.70,1
4.1619,67,0.04881,0.18034,0.30743,70.39,70.00,0.1177,9,90.70,1
4.2233,68,0.08205,0.21719,0.34555,69.82,69.00,0.1137,14,90.70,1
4.2851,69,0.00000,0.42624,-0.07188,77.52,77.00,0.1425,6,85.33,1
4.3480,70,0.00000,0.55282,0.02029,74.70,74.00,0.1479,6,91.60,1
4.4127,71,0.03683,0.25386,0.12072,73.19,73.00,0.1373,8,91.60,1
4.4806,72,0.00000,0.13742,-0.05385,76.88,76.00,0.1443,8,91.60,1
4.5427,73,-0.02402,0.07093,-0.10268,78.59,78.00,0.1392,5,91.60,1
4.6046,74,-0.10291,0.24568,-0.35349,87.37,86.00,0.1129,6,91.60,1
4.6722,75,-0.19667,0.49599,-0.59816,95.94,94.00,0.0872,4,91.60,1
4.7433,76,-0.18141,0.70003,-0.41138,89.40,89.00,0.1068,4,91.60,1
4.8061,77,-0.20905,0.81047,-0.39678,88.89,88.00,0.0000,1,91.60,0
4.8692,78,-0.19043,0.42667,-0.28470,84.96,84.00,0.1201,4,91.60,1
4.9365,79,-0.27971,0.27378,-0.54190,93.97,92.00,0.0931,3,91.60,1
5.0021,80,-0.16123,0.03172,-0.07270,77.54,84.00,0.1424,4,91.60,1
5.0673,81,-0.07665,0.12897,0.18697,72.20,76.00,0.1304,7,91.60,1
5.1301,82,0.00000,0.04422,0.41802,68.73,68.00,0.1061,4,91.60,1
5.1958,83,0.07038,-0.01944,0.45152,68.23,68.00,0.0000,2,91.60,0
5.2701,84,0.00000,0.09701,0.15456,72.68,72.00,0.1338,5,91.60,1
5.3359,85,0.05644,-0.03916,0.24707,71.29,71.00,0.1241,5,91.60,1
5.3999,86,0.07949,-0.08132,0.24573,71.31,71.00,0.0000,2,91.60,0
5.4629,87,0.09948,-0.59722,0.26435,71.03,71.00,0.1222,3,91.60,1
5.5269,88,0.06018,-0.47213,0.09361,73.60,73.00,0.1402,6,91.60,1
5.5882,89,0.03144,-0.32614,-0.01127,75.39,75.00,0.1488,4,91.60,1
5.6488,90,0.06014,-0.45421,0.10026,73.50,73.00,0.1395,10,91.60,1
5.7121,91,0.08492,-0.73037,0.17516,72.37,72.00,0.1316,4,91.60,1
5.7730,92,0.10656,-0.60525,0.22540,71.62,71.00,0.1263,5,91.60,1
5.8365,93,0.11537,-0.60685,0.22098,71.69,71.00,0.1268,4,91.60,1
5.8986,94,0.12657,-0.32398,0.23028,71.55,71.00,0.1258,4,91.60,1
5.9597,95,0.13840,-0.26451,0.21436,71.78,71.00,0.0000,2,91.60,0
6.0187,96,-0.07141,0.49226,-0.48864,92.10,79.00,0.0987,3,91.60,1
6.0782,97,-0.13593,-0.01149,-0.59140,95.70,87.00,0.0879,3,88.14,1
6.1359,98,0.00000,-0.10233,-0.05453,76.91,79.00,0.1443,3,88.14,1
6.1971,99,-0.02208,-0.09429,-0.06402,77.24,77.00,0.0000,2,88.14,0
6.2601,100,-0.02722,-0.08692,-0.06391,77.24,77.00,0.0000,1,88.14,0
6.3257,101,-0.03208,-0.07997,-0.06401,77.24,77.00,0.0000,2,88.14,0
6.3977,102,-0.03687,-0.07310,-0.06446,77.26,77.00,0.0000,1,88.14,0
6.4698,103,-0.04118,-0.06693,-0.06485,77.27,77.00,0.0000,0,88.14,0
6.5347,104,-0.04465,-0.06196,-0.06486,77.27,77.00,0.0000,0,88.14,0
6.6015,105,-0.04784,-0.05738,-0.06493,77.27,77.00,0.0000,1,88.14,0
6.6657,106,-0.05069,-0.05330,-0.06498,77.27,77.00,0.0000,0,88.14,0
6.7345,107,-0.05339,-0.04944,-0.06512,77.28,77.00,0.0000,0,88.14,0
6.8069,108,-0.05595,-0.04576,-0.06538,77.29,77.00,0.0000,1,88.14,0
6.8680,109,-0.05789,-0.04299,-0.06529,77.29,77.00,0.0000,0,88.14,0
6.9285,110,-0.05963,-0.04050,-0.06520,77.28,77.00,0.0000,0,88.14,0
6.9912,111,-0.06122,-0.03822,-0.06515,77.28,77.00,0.0000,0,88.14,0
7.0544,112,-0.06270,-0.03610,-0.06514,77.28,77.00,0.0000,0,88.14,0
7.1197,113,-0.06406,-0.03415,-0.06516,77.28,77.00,0.0000,0,88.14,0
7.1890,114,-0.06537,-0.03228,-0.06524,77.28,77.00,0.0000,0,88.14,0
7.2557,115,-0.06648,-0.03068,-0.06527,77.28,77.00,0.0000,1,88.14,0
7.3195,116,-0.06744,-0.02930,-0.06526,77.28,77.00,0.0000,2,88.14,0
7.3848,117,-0.06835,-0.02801,-0.06528,77.28,77.00,0.0000,0,88.14,0
7.4478,118,-0.06911,-0.02691,-0.06526,77.28,77.00,0.0000,0,88.14,0
7.5148,119,-0.06986,-0.02584,-0.06529,77.29,77.00,0.0000,0,88.14,0
7.5822,120,-0.07054,-0.02487,-0.06532,77.29,77.00,0.0000,0,88.14,0
7.6457,121,-0.07111,-0.02406,-0.06531,77.29,77.00,0.0000,0,88.14,0
7.7158,122,-0.07167,-0.02324,-0.06535,77.29,77.00,0.0000,0,88.14,0
7.7819,123,-0.07216,-0.02255,-0.06536,77.29,77.00,0.0000,0,88.14,0
7.8412,124,0.00000,0.00000,0.00000,75.00,75.00,0.0000,1,88.14,0
7.9025,125,0.00000,0.00000,0.00000,75.00,75.00,0.0000,1,88.14,0
7.9642,126,0.00000,0.00000,0.00000,75.00,75.00,0.0000,0,88.14,0
8.0238,127,0.00000,0.00000,0.00000,75.00,75.00,0.0000,1,88.14,0
8.0828,128,0.00000,0.00000,0.00000,75.00,75.00,0.0000,1,88.14,0
8.1411,129,0.00000,0.00000,0.00000,75.00,75.00,0.0000,1,88.14,0
8.1959,130,0.00000,0.00000,0.00000,75.00,75.00,0.0000,1,88.14,0
8.2553,131,0.00000,0.00000,0.00000,75.00,75.00,0.0000,1,88.14,0
8.3207,132,0.00000,0.00000,0.00000,75.00,75.00,0.0000,0,88.14,0
8.3865,133,0.00000,0.00000,0.00000,75.00,75.00,0.0000,0,88.14,0
8.4521,134,0.00000,0.00000,0.00000,75.00,75.00,0.0000,1,88.14,0
8.5108,135,0.00000,0.00000,0.00000,75.00,75.00,0.0000,0,88.14,0
8.5681,136,0.00000,0.00000,0.00000,75.00,75.00,0.0000,0,88.14,0
8.6231,137,0.00000,0.00000,0.00000,75.00,75.00,0.0000,0,88.14,0
8.6796,138,0.00000,0.00000,0.00000,75.00,75.00,0.0000,0,88.14,0
8.7376,139,0.00000,0.00000,0.00000,75.00,75.00,0.0000,0,88.14,0
8.7953,140,0.00000,0.00000,0.00000,75.00,75.00,0.0000,0,88.14,0
8.8530,141,0.00000,0.00000,0.00000,75.00,75.00,0.0000,0,88.14,0
8.9099,142,0.00000,0.00000,0.00000,75.00,75.00,0.0000,0,88.14,0
8.9658,143,0.00000,0.00000,0.00000,75.00,75.00,0.0000,0,88.14,0
9.0217,144,0.00000,0.00000,0.00000,75.00,75.00,0.0000,0,88.14,0
9.0773,145,0.00000,0.00000,0.00000,75.00,75.00,0.0000,0,88.14,0
9.1373,146,0.00000,0.00000,0.00000,75.00,75.00,0.0000,0,88.14,0
9.1922,147,0.00000,0.00000,0.00000,75.00,75.00,0.0000,0,88.14,0
9.2474,148,0.00000,0.00000,0.00000,75.00,75.00,0.0000,0,88.14,0
9.3029,149,0.00000,0.00000,0.00000,75.00,75.00,0.0000,0,88.14,0
9.3577,150,0.00000,0.00000,0.00000,75.00,75.00,0.0000,0,88.14,0
9.4148,151,0.00000,0.00000,0.00000,75.00,75.00,0.0000,0,88.14,0
9.4718,152,0.00000,0.00000,0.00000,75.00,75.00,0.0000,1,88.14,0
9.5305,153,0.00000,0.00000,0.00000,75.00,75.00,0.0000,0,88.14,0
9.5841,154,0.00000,0.00000,0.00000,75.00,75.00,0.0000,0,88.14,0
9.6395,155,0.00000,0.00000,0.00000,75.00,75.00,0.0000,0,88.14,0
9.6950,156,0.00000,0.00000,0.00000,75.00,75.00,0.0000,0,88.14,0
9.7523,157,0.00000,0.00000,0.00000,75.00,75.00,0.0000,0,88.14,0
9.8151,158,0.00000,0.00000,0.00000,75.00,75.00,0.0000,0,88.14,0
9.8750,159,0.00000,0.00000,0.00000,75.00,75.00,0.0000,0,88.14,0
9.9349,160,0.00000,0.00000,0.00000,75.00,75.00,0.0000,1,88.14,0
9.9932,161,0.00000,0.00000,0.00000,75.00,75.00,0.0000,0,88.14,0
10.0492,162,0.00000,0.00000,0.00000,75.00,75.00,0.0000,0,88.14,0
10.1035,163,0.00000,0.00000,0.00000,75.00,75.00,0.0000,0,88.14,0
10.1600,164,0.00000,0.00000,0.00000,75.00,75.00,0.0000,1,88.14,0
10.2197,165,0.00000,0.00000,0.00000,75.00,75.00,0.0000,0,88.14,0
10.2771,166,0.00000,0.00000,0.00000,75.00,75.00,0.0000,0,88.14,0
10.3352,167,0.00000,0.00000,0.00000,75.00,75.00,0.0000,0,88.14,0
10.3927,168,0.00000,0.00000,0.00000,75.00,75.00,0.0000,0,88.14,0
10.4487,169,0.00000,0.00000,0.00000,75.00,75.00,0.0000,0,88.14,0
10.5079,170,0.00000,0.00000,0.00000,75.00,75.00,0.0000,0,88.14,0
10.5643,171,0.00000,0.00000,0.00000,75.00,75.00,0.0000,0,88.14,0
10.6199,172,0.00000,0.00000,0.00000,75.00,75.00,0.0000,0,88.14,0
10.6738,173,0.00000,0.00000,0.00000,75.00,75.00,0.0000,0,88.14,0
10.7283,174,0.00000,0.00000,0.00000,75.00,75.00,0.0000,0,88.14,0
10.7845,175,0.00000,0.00000,0.00000,75.00,75.00,0.0000,0,88.14,0
10.8439,176,0.00000,0.00000,0.00000,75.00,75.00,0.0000,0,88.14,0
10.9004,177,0.00000,0.00000,0.00000,75.00,75.00,0.0000,0,88.14,0
10.9601,178,0.00000,0.00000,0.00000,75.00,75.00,0.0000,0,88.14,0
11.0198,179,0.00000,0.00000,0.00000,75.00,75.00,0.0000,0,88.14,0
11.0769,180,0.00000,0.00000,0.00000,75.00,75.00,0.0000,0,88.14,0
11.1344,181,0.00000,0.00000,0.00000,75.00,75.00,0.0000,0,88.14,0
11.1954,182,0.00000,0.00000,0.00000,75.00,75.00,0.0000,0,88.14,0
11.2537,183,0.00000,0.00000,0.00000,75.00,75.00,0.0000,0,88.14,0
11.3117,184,0.00000,0.00000,0.00000,75.00,75.00,0.0000,0,88.14,0
11.3692,185,0.00000,0.00000,0.00000,75.00,75.00,0.0000,0,88.14,0
11.4276,186,0.00000,0.00000,0.00000,75.00,75.00,0.0000,0,88.14,0
11.4860,187,0.00000,0.00000,0.00000,75.00,75.00,0.0000,0,88.14,0
11.5423,188,0.00000,0.00000,0.00000,75.00,75.00,0.0000,0,88.14,0
11.6006,189,0.00000,0.00000,0.00000,75.00,75.00,0.0000,0,88.14,0
11.6584,190,0.00000,0.00000,0.00000,75.00,75.00,0.0000,0,88.14,0
11.7155,191,0.00000,0.00000,0.00000,75.00,75.00,0.0000,0,88.14,0
11.7743,192,0.00000,0.00000,0.00000,75.00,75.00,0.0000,0,88.14,0
11.8316,193,0.00000,0.00000,0.00000,75.00,75.00,0.0000,0,88.14,0
11.8948,194,0.00000,0.00000,0.00000,75.00,75.00,0.0000,0,88.14,0
11.9561,195,0.00000,0.00000,0.00000,75.00,75.00,0.0000,0,88.14,0
12.0167,196,0.00000,0.00000,0.00000,75.00,75.00,0.0000,0,88.14,0
12.0766,197,0.00000,0.00000,0.00000,75.00,75.00,0.0000,1,88.14,0
12.1362,198,0.00000,0.00000,0.00000,75.00,75.00,0.0000,0,88.14,0
12.1935,199,0.00000,0.00000,0.00000,75.00,75.00,0.0000,0,88.14,0
12.2496,200,0.00000,0.00000,0.00000,75.00,75.00,0.0000,0,88.14,0
12.3060,201,0.00000,0.00000,0.00000,75.00,75.00,0.0000,0,88.14,0
12.3633,202,0.00000,0.00000,0.00000,75.00,75.00,0.0000,0,88.14,0
12.4187,203,0.00000,0.00000,0.00000,75.00,75.00,0.0000,0,88.14,0
12.4745,204,0.00000,0.00000,0.00000,75.00,75.00,0.0000,0,88.14,0
12.5336,205,0.00000,0.00000,0.00000,75.00,75.00,0.0000,0,88.14,0
12.5966,206,0.00000,0.00000,0.00000,75.00,75.00,0.0000,0,88.14,0
12.6512,207,0.00000,0.00000,0.00000,75.00,75.00,0.0000,0,88.14,0
12.7110,208,0.00000,0.00000,0.00000,75.00,75.00,0.0000,0,88.14,0
12.7669,209,0.00000,0.00000,0.00000,75.00,75.00,0.0000,0,88.14,0
12.8258,210,0.00000,0.00000,0.00000,75.00,75.00,0.0000,0,88.14,0
12.8851,211,0.00000,0.00000,0.00000,75.00,75.00,0.0000,0,88.14,0
12.9422,212,0.00000,0.00000,0.00000,75.00,75.00,0.0000,0,88.14,0
13.0001,213,0.00000,0.00000,0.00000,75.00,75.00,0.0000,0,88.14,0
13.0570,214,0.00000,0.00000,0.00000,75.00,75.00,0.0000,0,88.14,0
13.1152,215,0.00000,0.00000,0.00000,75.00,75.00,0.0000,0,88.14,0
13.1738,216,0.00000,0.00000,0.00000,75.00,75.00,0.0000,0,88.14,0
13.2303,217,0.00000,0.00000,0.00000,75.00,75.00,0.0000,0,88.14,0
13.2932,218,0.00000,0.00000,0.00000,75.00,75.00,0.0000,0,88.14,0
13.3490,219,0.00000,0.00000,0.00000,75.00,75.00,0.0000,1,88.14,0
13.4097,220,0.00000,0.00000,0.00000,75.00,75.00,0.0000,0,88.14,0
13.4661,221,0.00000,0.00000,0.00000,75.00,75.00,0.0000,0,88.14,0
13.5204,222,0.00000,0.00000,0.00000,75.00,75.00,0.0000,1,88.14,0
13.5744,223,0.00000,0.00000,0.00000,75.00,75.00,0.0000,0,88.14,0
13.6329,224,0.00000,0.00000,0.00000,75.00,75.00,0.0000,0,88.14,0
13.6912,225,0.00000,0.00000,0.00000,75.00,75.00,0.0000,0,88.14,0
13.7440,226,0.00000,0.00000,0.00000,75.00,75.00,0.0000,0,88.14,0
13.7999,227,0.00000,0.00000,0.00000,75.00,75.00,0.0000,0,88.14,0
13.8558,228,0.00000,0.00000,0.00000,75.00,75.00,0.0000,0,88.14,0
13.9122,229,0.00000,0.00000,0.00000,75.00,75.00,0.0000,0,88.14,0
13.9737,230,0.00000,0.00000,0.00000,75.00,75.00,0.0000,0,88.14,0
14.0309,231,0.00000,0.00000,0.00000,75.00,75.00,0.0000,0,88.14,0
14.0874,232,0.00000,0.00000,0.00000,75.00,75.00,0.0000,0,88.14,0
14.1477,233,0.00000,0.00000,0.00000,75.00,75.00,0.0000,0,88.14,0
14.2066,234,0.00000,0.00000,0.00000,75.00,75.00,0.0000,0,88.14,0
14.2637,235,0.00000,0.00000,0.00000,75.00,75.00,0.0000,0,88.14,0
14.3175,236,0.00000,0.00000,0.00000,75.00,75.00,0.0000,0,88.14,0
14.3714,237,0.00000,0.00000,0.00000,75.00,75.00,0.0000,0,88.14,0
14.4274,238,0.00000,0.00000,0.00000,75.00,75.00,0.0000,0,88.14,0
14.4828,239,0.00000,0.00000,0.00000,75.00,75.00,0.0000,0,88.14,0
14.5401,240,0.00000,0.00000,0.00000,75.00,75.00,0.0000,0,88.14,0
14.5991,241,0.00000,0.00000,0.00000,75.00,75.00,0.0000,0,88.14,0
14.6651,242,0.00000,0.00000,0.00000,75.00,75.00,0.0000,0,88.14,0
14.7270,243,0.00000,0.00000,0.00000,75.00,75.00,0.0000,0,88.14,0
14.7882,244,0.00000,0.00000,0.00000,75.00,75.00,0.0000,0,88.14,0
14.8519,245,0.00000,0.00000,0.00000,75.00,75.00,0.0000,0,88.14,0
14.9156,246,0.00000,0.00000,0.00000,75.00,75.00,0.0000,0,88.14,0
14.9761,247,0.00000,0.00000,0.00000,75.00,75.00,0.0000,0,88.14,0
15.0350,248,0.00000,0.00000,0.00000,75.00,75.00,0.0000,0,88.14,0
15.0935,249,0.00000,0.00000,0.00000,75.00,75.00,0.0000,0,88.14,0
15.1527,250,0.00000,0.00000,0.00000,75.00,75.00,0.0000,0,88.14,0
15.2098,251,0.00000,0.00000,0.00000,75.00,75.00,0.0000,0,88.14,0
15.2690,252,0.00000,0.00000,0.00000,75.00,75.00,0.0000,0,88.14,0
15.3306,253,0.00000,0.00000,0.00000,75.00,75.00,0.0000,0,88.14,0
15.3985,254,0.00000,0.00000,0.00000,75.00,75.00,0.0000,0,88.14,0
15.4576,255,0.00000,0.00000,0.00000,75.00,75.00,0.0000,0,88.14,0
15.5165,256,0.00000,0.00000,0.00000,75.00,75.00,0.0000,1,88.14,0
15.5755,257,0.00000,0.00000,0.00000,75.00,75.00,0.0000,0,88.14,0
15.6345,258,0.00000,0.00000,0.00000,75.00,75.00,0.0000,0,88.14,0
15.6933,259,0.00000,0.00000,0.00000,75.00,75.00,0.0000,0,88.14,0
15.7521,260,0.00000,0.00000,0.00000,75.00,75.00,0.0000,0,88.14,0
15.8091,261,0.00000,0.00000,0.00000,75.00,75.00,0.0000,0,88.14,0
15.8669,262,0.00000,0.00000,0.00000,75.00,75.00,0.0000,1,88.14,0
15.9239,263,0.00000,0.00000,0.00000,75.00,75.00,0.0000,0,88.14,0
15.9801,264,0.00000,0.00000,0.00000,75.00,75.00,0.0000,0,88.14,0
16.0361,265,0.00000,0.00000,0.00000,75.00,75.00,0.0000,1,88.14,0
16.1011,266,0.00000,0.00000,0.00000,75.00,75.00,0.0000,0,88.14,0
16.1598,267,0.00000,0.00000,0.00000,75.00,75.00,0.0000,0,88.14,0
16.2193,268,0.00000,0.00000,0.00000,75.00,75.00,0.0000,0,88.14,0
16.2762,269,0.00000,0.00000,0.00000,75.00,75.00,0.0000,0,88.14,0
16.3329,270,0.00000,0.00000,0.00000,75.00,75.00,0.0000,0,88.14,0
16.3907,271,0.00000,0.00000,0.00000,75.00,75.00,0.0000,0,88.14,0
16.4471,272,0.00000,0.00000,0.00000,75.00,75.00,0.0000,0,88.14,0
16.5028,273,0.00000,0.00000,0.00000,75.00,75.00,0.0000,0,88.14,0
16.5553,274,0.00000,0.00000,0.00000,75.00,75.00,0.0000,0,88.14,0
16.6105,275,0.00000,0.00000,0.00000,75.00,75.00,0.0000,0,88.14,0
16.6670,276,0.00000,0.00000,0.00000,75.00,75.00,0.0000,0,88.14,0
16.7237,277,0.00000,0.00000,0.00000,75.00,75.00,0.0000,0,88.14,0
16.7846,278,0.00000,0.00000,0.00000,75.00,75.00,0.0000,0,88.14,0
16.8399,279,0.00000,0.00000,0.00000,75.00,75.00,0.0000,0,88.14,0
16.8974,280,0.00000,0.00000,0.00000,75.00,75.00,0.0000,0,88.14,0
16.9552,281,0.00000,0.00000,0.00000,75.00,75.00,0.0000,0,88.14,0
17.0124,282,0.00000,0.00000,0.00000,75.00,75.00,0.0000,0,88.14,0
17.0685,283,0.00000,0.00000,0.00000,75.00,75.00,0.0000,0,88.14,0
17.1266,284,0.00000,0.00000,0.00000,75.00,75.00,0.0000,0,88.14,0
17.1867,285,0.00000,0.00000,0.00000,75.00,75.00,0.0000,0,88.14,0
17.2457,286,0.00000,0.00000,0.00000,75.00,75.00,0.0000,0,88.14,0
17.3075,287,0.00000,0.00000,0.00000,75.00,75.00,0.0000,0,88.14,0
17.3702,288,0.00000,0.00000,0.00000,75.00,75.00,0.0000,0,88.14,0
17.4299,289,0.00000,0.00000,0.00000,75.00,75.00,0.0000,1,88.14,0
17.4956,290,0.00000,0.00000,0.00000,75.00,75.00,0.0000,1,88.14,0
17.5579,291,0.00000,0.00000,0.00000,75.00,75.00,0.0000,0,88.14,0
17.6249,292,0.00000,0.00000,0.00000,75.00,75.00,0.0000,0,88.14,0
17.6894,293,0.00000,0.00000,0.00000,75.00,75.00,0.0000,0,88.14,0
17.7562,294,0.00000,0.00000,0.00000,75.00,75.00,0.0000,0,88.14,0
17.8282,295,0.00000,0.00000,0.00000,75.00,75.00,0.0000,0,88.14,0
17.8955,296,0.00000,0.00000,0.00000,75.00,75.00,0.0000,0,88.14,0
17.9572,297,0.00000,0.00000,0.00000,75.00,75.00,0.0000,0,88.14,0
18.0194,298,0.00000,0.00000,0.00000,75.00,75.00,0.0000,0,88.14,0
18.0797,299,0.00000,0.00000,0.00000,75.00,75.00,0.0000,0,88.14,0
18.1385,300,0.00000,0.00000,0.00000,75.00,75.00,0.0000,0,88.14,0
18.1987,301,0.00000,0.00000,0.00000,75.00,75.00,0.0000,1,88.14,0
18.2654,302,0.00000,0.00000,0.00000,75.00,75.00,0.0000,0,88.14,0
18.3290,303,0.00000,0.00000,0.00000,75.00,75.00,0.0000,0,88.14,0
18.3929,304,0.00000,0.00000,0.00000,75.00,75.00,0.0000,0,88.14,0
18.4532,305,0.00000,0.00000,0.00000,75.00,75.00,0.0000,0,88.14,0
18.5136,306,0.00000,0.00000,0.00000,75.00,75.00,0.0000,0,88.14,0
18.5759,307,0.00000,0.00000,0.00000,75.00,75.00,0.0000,0,88.14,0
18.6409,308,0.00000,0.00000,0.00000,75.00,75.00,0.0000,0,88.14,0
18.7035,309,0.00000,0.00000,0.00000,75.00,75.00,0.0000,0,88.14,0
18.7662,310,0.00000,0.00000,0.00000,75.00,75.00,0.0000,0,88.14,0
18.8279,311,0.00000,0.00000,0.00000,75.00,75.00,0.0000,0,88.14,0
18.8901,312,0.00000,0.00000,0.00000,75.00,75.00,0.0000,0,88.14,0
18.9601,313,0.00000,0.00000,0.00000,75.00,75.00,0.0000,0,88.14,0
19.0320,314,0.00000,0.00000,0.00000,75.00,75.00,0.0000,0,88.14,0
19.0996,315,0.00000,0.00000,0.00000,75.00,75.00,0.0000,0,88.14,0
19.1642,316,0.00000,0.00000,0.00000,75.00,75.00,0.0000,0,88.14,0
19.2301,317,0.00000,0.00000,0.00000,75.00,75.00,0.0000,0,88.14,0
19.2927,318,0.00000,0.00000,0.00000,75.00,75.00,0.0000,0,88.14,0
